# NAME    IDENT    area(A)  lb_moy(A)  lb_eff(A)    FWHM(A)  AB-cor  TG-cor  VEGA  M_sun(AB)	0,00
>F0_mkfu3_   1      887.5     4098.6     4138.7      917.0   0.076  -0.429 -20.528   5.695	4,47
>F1_mkfu3_   2     1329.4     4696.9     4609.3     1422.0  -0.091  -0.308 -20.649   5.177	3,30
>F2_mkfu3_   3     1606.1     5529.5     5398.8     1723.7   0.012   0.010 -21.106   4.817	3,21
>F3_mkfu3_   4     1873.4     6525.2     6358.4     2022.1   0.185   0.318 -21.639   4.628	3,23
>F4_mkfu3_   5     2244.8     7677.9     7485.1     2396.3   0.374   0.582 -22.181   4.544	3,20
>F5_mkfu3_   6     2295.8     8853.5     8702.5     2436.2   0.499   0.734 -22.620   4.515	3,63
>F6_mkfu3_   7     3176.0    10665.6    10379.2     3359.4   0.648  99.990 -23.169   4.525	3,18
>F7_mkfu3_   8     3755.0    12582.6    12215.5     3967.4   0.892  99.990 -23.771   4.561	3,17
>F8_mkfu3_   9     4098.5    14664.7    14288.1     4271.7   1.151  99.990 -24.367   4.616	3,43
