# NAME    IDENT    area(A)  lb_moy(A)  lb_eff(A)    FWHM(A)  AB-cor  TG-cor  VEGA  M_sun(AB)	0,00
>F0_ccd_co   1     1024.3     4741.0     4679.9     1077.0  -0.100  -0.288 -20.671   5.113	4,40
>F1_ccd_co   2     1212.0     5445.7     5372.6     1244.0   0.007   0.002 -21.079   4.827	4,38
>F2_ccd_co   3     1377.5     6266.5     6169.6     1426.0   0.152   0.266 -21.529   4.648	4,39
>F3_ccd_co   4     1560.3     7193.4     7089.5     1617.0   0.313   0.501 -21.989   4.561	4,45
>F4_ccd_co   5     1796.6     8257.6     8145.5     1858.0   0.456   0.689 -22.433   4.522	4,44
>F5_ccd_co   6     1897.6     9402.1     9298.1     1896.0   0.540   0.775 -22.799   4.513	4,96
>F6_ccd_co   7     2408.4    10922.9    10742.6     2482.0   0.689  99.990 -23.272   4.529	4,40
>F7_ccd_co   8     2773.2    12559.8    12341.8     2855.0   0.905  99.990 -23.791   4.562	4,40
>F8_ccd_co   9     3189.2    14444.1    14191.1     3284.0   1.139  99.990 -24.329   4.609	4,40
