microns throughput
0.5504000244140625 7.400400516799769e-10
0.5514000244140626 5.329341041350554e-10
0.5524000244140626 8.409883611284875e-10
0.5534000244140626 1.871790895587346e-09
0.5544000244140626 1.7882852628350846e-09
0.5554000244140626 2.5121054947308663e-09
0.5564000244140626 1.7202997904969646e-09
0.5574000244140624 1.4166223226474916e-09
0.5584000244140624 1.023396046126195e-09
0.5594000244140624 1.133794141048346e-09
0.5604000244140624 2.040507103647534e-09
0.5614000244140624 2.0440065193790455e-09
0.5624000244140624 1.2052238382277188e-09
0.5634000244140625 8.1533968315173e-11
0.5644000244140625 5.420135398141013e-11
0.5654000244140625 2.8649218030970966e-10
0.5664000244140625 1.4359125470027024e-09
0.5674000244140625 1.445142803792483e-09
0.5684000244140625 2.325696011563611e-09
0.5694000244140625 1.969449802339147e-09
0.5704000244140625 1.8481181138601021e-09
0.5714000244140625 1.1184831227159407e-09
0.5724000244140625 2.957088004531753e-09
0.5734000244140625 4.682003946217383e-09
0.5744000244140625 4.376013117118757e-09
0.5754000244140625 4.159480951929648e-09
0.5764000244140625 4.264589705326648e-09
0.5774000244140625 6.824472534557188e-09
0.5784000244140625 3.986564995388122e-09
0.5794000244140625 4.774102462679065e-09
0.5804000244140625 4.767068808918358e-09
0.5814000244140625 5.979718448033835e-09
0.5824000244140625 3.189260537970681e-09
0.5834000244140625 6.4049435368272574e-09
0.5844000244140625 1.5523026394113625e-08
0.5854000244140625 1.5544504168567556e-08
0.5864000244140625 1.2251547262176527e-08
0.5874000244140625 7.003118301351616e-09
0.5884000244140625 7.827425247069265e-09
0.5894000244140625 5.759555282103852e-09
0.5904000244140625 1.4647734728092764e-08
0.5914000244140625 1.5106486483674053e-08
0.5924000244140625 1.8835898675616664e-08
0.5934000244140625 1.7309462141509792e-08
0.5944000244140625 1.6695649307781012e-08
0.5954000244140625 1.669457236591994e-08
0.5964000244140625 8.861174551203082e-09
0.5974000244140625 1.510237188667465e-08
0.5984000244140625 2.1868695532707717e-08
0.5994000244140625 2.320131433699291e-08
0.6004000244140625 3.8008204389920153e-08
0.6014000244140625 2.8803596997888848e-08
0.6024000244140625 2.018823064589294e-08
0.6034000244140625 1.9773164827625292e-08
0.6044000244140625 1.9938978756857443e-08
0.6054000244140625 1.8394883010139626e-08
0.6064000244140625 1.8118674480896504e-08
0.6074000244140625 2.102491068635165e-08
0.6084000244140625 2.2843448706494384e-08
0.6094000244140625 2.811566309723053e-08
0.6104000244140625 3.328811740173122e-08
0.6114000244140625 3.267765234304521e-08
0.6124000244140625 2.1786116118577414e-08
0.6134000244140625 2.3077457079593875e-08
0.6144000244140625 1.7896832643117776e-08
0.6154000244140625 2.3118635310090486e-08
0.6164000244140625 2.0905026762611026e-08
0.6174000244140625 2.18084049895857e-08
0.6184000244140625 2.2883716303655763e-08
0.6194000244140625 1.7014341602845586e-08
0.6204000244140625 1.9173438411379672e-08
0.6214000244140625 2.5027263989340836e-08
0.6224000244140625 3.16536540918874e-08
0.6234000244140625 3.007410616899271e-08
0.6244000244140625 1.779019153816043e-08
0.6254000244140625 1.567076358024716e-08
0.6264000244140625 2.046984163201563e-08
0.6274000244140625 2.4488526971948492e-08
0.6284000244140625 1.7976358918251825e-08
0.6294000244140625 1.1110215603807392e-08
0.6304000244140625 2.8729494376993673e-08
0.6314000244140625 4.3078927890437163e-08
0.6324000244140625 4.6462506156780596e-08
0.6334000244140625 4.4100469355732806e-08
0.6344000244140625 4.883508929156424e-08
0.6354000244140625 5.230520412499488e-08
0.6364000244140625 4.7611745237604783e-08
0.6374000244140625 5.6654601944771684e-08
0.6384000244140625 5.1451105477248696e-08
0.6394000244140625 4.2367084889445685e-08
0.6404000244140625 3.707176087392577e-08
0.6414000244140625 4.002011124437744e-08
0.6424000244140625 4.8548595757108866e-08
0.6434000244140625 4.5061961741737713e-08
0.6444000244140625 5.000740145739796e-08
0.6454000244140625 6.371241409849357e-08
0.6464000244140625 6.235371609321218e-08
0.6474000244140625 7.163526850019777e-08
0.6484000244140625 7.319733325596083e-08
0.6494000244140625 6.959334137320973e-08
0.6504000244140625 6.727824856582344e-08
0.6514000244140625 6.182165604911479e-08
0.6524000244140625 6.54423113485249e-08
0.6534000244140625 8.051454406133543e-08
0.6544000244140625 7.771686610090015e-08
0.6554000244140625 6.990345074478923e-08
0.6564000244140625 4.907639184901766e-08
0.6574000244140625 6.226025707220761e-08
0.6584000244140625 7.819383786975635e-08
0.6594000244140625 7.353824456086157e-08
0.6604000244140625 5.506887250878174e-08
0.6614000244140625 6.84933152412036e-08
0.6624000244140625 6.647886034935763e-08
0.6634000244140625 5.7540185438500977e-08
0.6644000244140625 5.1551219325630133e-08
0.6654000244140625 3.806981896170122e-08
0.6664000244140625 4.37213525056924e-08
0.6674000244140625 4.210562678643446e-08
0.6684000244140625 4.205882503765143e-08
0.6694000244140625 3.57670977883065e-08
0.6704000244140625 3.488600863084947e-08
0.6714000244140625 4.127449269596265e-08
0.6724000244140625 4.7059050406040914e-08
0.6734000244140625 4.712976672309334e-08
0.6744000244140625 5.307952608728439e-08
0.6754000244140625 5.30598206478427e-08
0.6764000244140626 5.5328686368412935e-08
0.6774000244140626 4.633789103305847e-08
0.6784000244140626 5.2879884734304e-08
0.6794000244140626 5.7683853923828916e-08
0.6804000244140626 4.0426023822434116e-08
0.6814000244140626 4.498541618305484e-08
0.6824000244140624 4.325898627042392e-08
0.6834000244140624 5.2068881021898045e-08
0.6844000244140624 5.8006489941856774e-08
0.6854000244140624 5.763594061917901e-08
0.6864000244140624 6.387279717829049e-08
0.6874000244140624 6.201114997349683e-08
0.6884000244140625 7.37982209696977e-08
0.6894000244140625 8.418560405596146e-08
0.6904000244140625 6.110099717960221e-08
0.6914000244140625 5.200490831493451e-08
0.6924000244140625 5.0522810775808105e-08
0.6934000244140625 5.3168207926470556e-08
0.6944000244140625 2.9760438581184133e-08
0.6954000244140625 2.7437026322094705e-08
0.6964000244140625 2.2099303251765448e-08
0.6974000244140625 3.4892136653414764e-08
0.6984000244140625 4.901340940377847e-08
0.6994000244140625 6.59173001668537e-08
0.7004000244140625 6.435209721122994e-08
0.7014000244140625 6.951459372615158e-08
0.7024000244140625 6.459717780374272e-08
0.7034000244140625 4.225334762041172e-08
0.7044000244140625 5.893569759198196e-08
0.7054000244140625 6.376299990527944e-08
