#  Table f450w.tab  Mon 11:01:28 21-Aug-95
# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION
      3500.0    5.4779E-5           0.
      3510.0    1.2376E-4           0.
      3520.0    2.8302E-4           0.
      3530.0    6.0764E-4           0.
      3540.0    0.0012204           0.
      3550.0    0.0023058           0.
      3560.0    0.0040932           0.
      3570.0     0.006823           0.
      3580.0     0.010708           0.
      3590.0     0.015715           0.
      3600.0     0.020498           0.
      3640.0     0.030237           0.
      3642.0     0.032121           0.
      3644.0     0.034165           0.
      3646.0     0.036226           0.
      3648.0     0.038249           0.
      3650.0     0.040361           0.
      3652.0     0.042515           0.
      3654.0       0.0447           0.
      3656.0     0.046958           0.
      3658.0     0.049594           0.
      3660.0     0.052279           0.
      3662.0     0.055017           0.
      3664.0     0.057874           0.
      3666.0     0.060815           0.
      3668.0     0.063963           0.
      3670.0     0.067069           0.
      3672.0     0.070229           0.
      3674.0     0.073581           0.
      3676.0     0.077038           0.
      3678.0     0.080449           0.
      3680.0     0.083978           0.
      3682.0      0.08782           0.
      3684.0     0.091692           0.
      3686.0     0.095517           0.
      3688.0     0.099391           0.
      3690.0      0.10355           0.
      3692.0       0.1078           0.
      3694.0      0.11212           0.
      3696.0      0.11657           0.
      3698.0      0.12103           0.
      3700.0      0.12545           0.
      3702.0      0.12994           0.
      3704.0      0.13454           0.
      3706.0      0.13921           0.
      3708.0      0.14388           0.
      3710.0      0.14867           0.
      3712.0      0.15338           0.
      3714.0      0.15803           0.
      3716.0      0.16257           0.
      3718.0       0.1674           0.
      3720.0       0.1724           0.
      3722.0      0.17703           0.
      3724.0      0.18176           0.
      3726.0      0.18645           0.
      3728.0      0.19111           0.
      3730.0      0.19578           0.
      3732.0      0.20046           0.
      3734.0      0.20518           0.
      3736.0      0.21004           0.
      3738.0      0.21468           0.
      3740.0      0.21914           0.
      3742.0      0.22372           0.
      3744.0      0.22806           0.
      3746.0      0.23249           0.
      3748.0       0.2368           0.
      3750.0        0.241           0.
      3752.0      0.24523           0.
      3754.0      0.24938           0.
      3756.0       0.2536           0.
      3758.0      0.25786           0.
      3760.0      0.26189           0.
      3762.0      0.26596           0.
      3764.0      0.26998           0.
      3766.0      0.27393           0.
      3768.0      0.27767           0.
      3770.0      0.28146           0.
      3772.0      0.28547           0.
      3774.0      0.28963           0.
      3776.0      0.29356           0.
      3778.0       0.2974           0.
      3780.0      0.30142           0.
      3782.0      0.30535           0.
      3784.0      0.30898           0.
      3786.0      0.31288           0.
      3788.0      0.31696           0.
      3790.0      0.32091           0.
      3792.0      0.32489           0.
      3794.0      0.32885           0.
      3796.0      0.33282           0.
      3798.0      0.33682           0.
      3800.0      0.34088           0.
      3802.0      0.34521           0.
      3804.0      0.34956           0.
      3806.0      0.35364           0.
      3808.0      0.35744           0.
      3810.0      0.36171           0.
      3812.0      0.36599           0.
      3814.0      0.37027           0.
      3816.0      0.37444           0.
      3818.0      0.37877           0.
      3820.0      0.38338           0.
      3822.0      0.38812           0.
      3824.0      0.39293           0.
      3826.0      0.39774           0.
      3828.0      0.40218           0.
      3830.0      0.40679           0.
      3832.0      0.41166           0.
      3834.0      0.41649           0.
      3836.0      0.42135           0.
      3838.0       0.4261           0.
      3840.0      0.43077           0.
      3842.0      0.43563           0.
      3844.0       0.4406           0.
      3846.0      0.44574           0.
      3848.0      0.45076           0.
      3850.0      0.45556           0.
      3852.0      0.46075           0.
      3854.0      0.46599           0.
      3856.0      0.47106           0.
      3858.0      0.47625           0.
      3860.0      0.48171           0.
      3862.0      0.48685           0.
      3864.0      0.49188           0.
      3866.0        0.497           0.
      3868.0      0.50189           0.
      3870.0      0.50659           0.
      3872.0      0.51148           0.
      3874.0      0.51674           0.
      3876.0      0.52185           0.
      3878.0      0.52651           0.
      3880.0      0.53123           0.
      3882.0      0.53596           0.
      3884.0      0.54089           0.
      3886.0      0.54539           0.
      3888.0      0.54992           0.
      3890.0      0.55472           0.
      3892.0      0.55905           0.
      3894.0      0.56355           0.
      3896.0      0.56814           0.
      3898.0      0.57214           0.
      3900.0      0.57615           0.
      3902.0      0.58042           0.
      3904.0      0.58475           0.
      3906.0      0.58899           0.
      3908.0      0.59245           0.
      3910.0      0.59584           0.
      3912.0       0.5996           0.
      3914.0       0.6031           0.
      3916.0      0.60599           0.
      3918.0      0.60936           0.
      3920.0      0.61322           0.
      3922.0      0.61673           0.
      3924.0      0.61989           0.
      3926.0      0.62284           0.
      3928.0      0.62529           0.
      3930.0      0.62835           0.
      3932.0      0.63144           0.
      3934.0      0.63414           0.
      3936.0      0.63645           0.
      3938.0      0.63898           0.
      3940.0      0.64171           0.
      3942.0       0.6444           0.
      3944.0      0.64699           0.
      3946.0      0.64896           0.
      3948.0      0.65066           0.
      3950.0      0.65312           0.
      3952.0      0.65577           0.
      3954.0        0.658           0.
      3956.0      0.65977           0.
      3958.0      0.66121           0.
      3960.0      0.66312           0.
      3962.0      0.66557           0.
      3964.0      0.66744           0.
      3966.0      0.66893           0.
      3968.0      0.67103           0.
      3970.0      0.67322           0.
      3972.0      0.67489           0.
      3974.0      0.67603           0.
      3976.0      0.67776           0.
      3978.0      0.67978           0.
      3980.0      0.68189           0.
      3982.0      0.68373           0.
      3984.0      0.68562           0.
      3986.0       0.6873           0.
      3988.0       0.6888           0.
