1708.79 0
1734.89 0.409757
2074.18 0.393743
2204.67 0.371207
2413.46 0.335794
2648.35 0.293938
2831.04 0.281097
3013.74 0.300514
3379.12 0.345799
3796.7 0.407231
4135.99 0.475089
4370.88 0.530007
4657.97 0.581717
4892.86 0.620507
5127.75 0.646393
5336.54 0.662593
5780.22 0.675647
6510.99 0.711379
6850.27 0.717946
7137.36 0.698688
7607.14 0.647235
7842.03 0.598928
7998.63 0.544142
8207.42 0.489374
8494.51 0.450762
8729.4 0.418584
8964.29 0.376728
9173.08 0.32196
9486.26 0.247873
9747.25 0.173768
10008.2 0.0996632
10243.1 0.0545817
10582.4 0.0224389
10843.4 0.00639844
10921.7 0.00642503
11104.4 0.00326125
11365.4 0.00334988
