Wavelength_microns Throughput
0.5503499755859375 1.1234336192450408e-12
0.5513499755859375 1.0666680314798637e-12
0.5523499755859375 1.4553202214725277e-09
0.5533499755859375 1.4334881691306688e-09
0.5543499755859375 1.7384209040806678e-12
0.5553499755859375 1.7551373484532947e-10
0.5563499755859375 2.9877468979543265e-11
0.5573499755859375 4.2974257579654096e-10
0.5583499755859375 2.4520375753303524e-12
0.5593499755859375 2.945800328966535e-12
0.5603499755859375 3.3989784243562225e-12
0.5613499755859375 3.0965364833091197e-09
0.5623499755859375 3.1192663121904384e-09
0.5633499755859375 4.491846995626515e-12
0.5643499755859375 3.6602176271280905e-10
0.5653499755859375 4.9432535352148336e-12
0.5663499755859375 3.294637194013596e-09
0.5673499755859375 4.04940001814915e-09
0.5683499755859375 4.514755116288279e-09
0.5693499755859375 4.2669414983109756e-09
0.5703499755859375 1.315947505052482e-08
0.5713499755859375 1.039044357533486e-08
0.5723499755859375 1.2589519139181006e-08
0.5733499755859375 1.3962682678010472e-09
0.5743499755859375 1.1272235691374813e-09
0.5753499755859375 6.349975321504065e-09
0.5763499755859375 1.0831242991016588e-08
0.5773499755859375 1.2281471559346054e-08
0.5783499755859375 1.5349912443369325e-08
0.5793499755859375 9.80183868483188e-12
0.5803499755859375 1.438302791678125e-09
0.5813499755859375 1.3485887324127561e-08
0.5823499755859375 3.632356240302809e-10
0.5833499755859375 7.68112014310983e-09
0.5843499755859375 1.0666226781309295e-08
0.5853499755859375 8.381294573699143e-09
0.5863499755859375 2.5934628139206332e-08
0.5873499755859375 2.70396257205191e-08
0.5883499755859375 4.029949993962895e-08
0.5893499755859375 4.3084602688183605e-09
0.5903499755859375 5.68051246325446e-09
0.5913499755859375 6.028678868883103e-09
0.5923499755859375 7.801338870691324e-09
0.5933499755859375 4.029243439626062e-08
0.5943499755859375 2.864694631270429e-08
0.5953499755859375 2.777888921112804e-08
0.5963499755859375 1.7007882124779674e-08
0.5973499755859375 3.626525416755167e-08
0.5983499755859375 3.000046877619043e-08
0.5993499755859375 2.8517330913862906e-08
0.6003499755859375 2.120851372739555e-08
0.6013499755859375 8.606128303308596e-09
0.6023499755859375 4.166273485997288e-09
0.6033499755859375 2.263614079031009e-08
0.6043499755859375 6.022180422820592e-09
0.6053499755859375 2.4932896108553335e-11
0.6063499755859375 2.8699775144015453e-08
0.6073499755859375 2.123728938536107e-08
0.6083499755859375 4.846217843184139e-08
0.6093499755859375 2.391981465583189e-08
0.6103499755859375 4.539248189334451e-08
0.6113499755859375 2.1854965228411955e-08
0.6123499755859375 3.084569061960965e-08
0.6133499755859375 1.672016424987553e-08
0.6143499755859375 2.698052843273496e-08
0.6153499755859375 3.2124802011007914e-09
0.6163499755859375 2.967422676377784e-09
0.6173499755859375 4.7948755409821856e-08
0.6183499755859375 1.5554702952251857e-08
0.6193499755859375 2.5404676704834334e-08
0.6203499755859375 6.048190218849375e-08
0.6213499755859375 3.10487410652146e-08
0.6223499755859375 3.011426291515478e-08
0.6233499755859375 4.4976498531675e-08
0.6243499755859375 5.837058803647279e-08
0.6253499755859375 2.604539669652059e-08
0.6263499755859375 2.0343262706926835e-08
0.6273499755859375 8.659314131297642e-09
0.6283499755859375 4.312178554521975e-08
0.6293499755859375 6.444295978233105e-08
0.6303499755859375 2.9555165361741347e-08
0.6313499755859375 5.597561457994224e-08
0.6323499755859375 9.95224274547765e-09
0.6333499755859375 6.463297960135059e-08
0.6343499755859375 5.3005725831572564e-08
0.6353499755859375 1.7586583440839803e-08
0.6363499755859375 1.1673398223992892e-08
0.6373499755859375 2.0610570322879785e-08
0.6383499755859375 1.2244819475991765e-07
0.6393499755859375 7.112844613246645e-08
0.6403499755859375 9.828304156478701e-08
0.6413499755859375 7.559955394772253e-08
0.6423499755859375 9.353222902749242e-08
0.6433499755859375 2.4223274161132056e-08
0.6443499755859375 1.0527718492538297e-07
0.6453499755859375 5.5098300554265635e-08
0.6463499755859375 6.44784878551268e-08
0.6473499755859375 6.687046476985314e-08
0.6483499755859375 8.427666451511204e-08
0.6493499755859375 5.240922636427514e-08
0.6503499755859375 5.9039995158297944e-08
0.6513499755859375 5.074904690334859e-08
0.6523499755859375 4.093798977729269e-08
0.6533499755859375 1.1462149786308668e-07
0.6543499755859375 9.619907378712356e-08
0.6553499755859375 6.922848929416482e-08
0.6563499755859376 9.345374322108806e-08
0.6573499755859376 1.3485239606192052e-07
0.6583499755859376 9.947097384640802e-08
0.6593499755859376 6.039669026157442e-08
0.6603499755859376 1.1667743032522341e-07
0.6613499755859376 1.327885617264674e-07
0.6623499755859374 1.0160597600645922e-07
0.6633499755859374 1.0293370421908523e-07
0.6643499755859374 1.4361576713425224e-07
0.6653499755859374 1.651932324412684e-07
0.6663499755859374 1.3749982464699162e-07
0.6673499755859374 1.16260597429181e-07
0.6683499755859375 7.739360774991594e-08
0.6693499755859375 1.350882986463036e-07
0.6703499755859375 1.2904861428827753e-07
0.6713499755859375 1.0835849390449874e-07
0.6723499755859375 9.428475390082235e-08
0.6733499755859375 8.109104225725168e-08
0.6743499755859375 5.8529621709408493e-08
0.6753499755859375 4.7985811565286e-08
0.6763499755859375 1.1111325343427923e-07
0.6773499755859375 6.728519786859605e-08
0.6783499755859375 3.927077451492907e-08
0.6793499755859375 1.1579683240557519e-07
0.6803499755859375 8.58347965682254e-08
0.6813499755859375 8.062535622992391e-08
0.6823499755859375 5.509167576154339e-08
0.6833499755859375 6.520837212218879e-08
0.6843499755859375 6.439124807727e-08
