# text
# header:
# text
# comment:
# contents:
# number
# number
# l
3560 0
3570 0
3580 0
3590 0
3600 0.351927
3610 0.364237
3620 0.376546
3630 0.388857
3640 0.401161
3650 0.41347
3660 0.425777
3670 0.438082
3680 0.450388
3690 0.462692
3700 0.474999
3710 0.486422
3720 0.497847
3730 0.509271
3740 0.520692
3750 0.532115
3760 0.543538
3770 0.554959
3780 0.56638
3790 0.5778
3800 0.58922
3810 0.597119
3820 0.605026
3830 0.612927
3840 0.620828
3850 0.628724
3860 0.636622
3870 0.644528
3880 0.652423
3890 0.660321
3900 0.668222
3910 0.672606
3920 0.676986
3930 0.681366
3940 0.685746
3950 0.690127
3960 0.694509
3970 0.698888
3980 0.703269
3990 0.707647
4000 0.712028
4010 0.714624
4020 0.717225
4030 0.719822
4040 0.722418
4050 0.725013
4060 0.72761
4070 0.730206
4080 0.732803
4090 0.735398
4100 0.737994
4110 0.739711
4120 0.741427
4130 0.743141
4140 0.744858
4150 0.746574
4160 0.748288
4170 0.750005
4180 0.75172
4190 0.753434
4200 0.755151
4210 0.755985
4220 0.756821
4230 0.757657
4240 0.758494
4250 0.759329
4260 0.760167
4270 0.761003
4280 0.761837
4290 0.762675
4300 0.763509
4310 0.764346
4320 0.765182
4330 0.766016
4340 0.766851
4350 0.767687
4360 0.768523
4370 0.769357
4380 0.770192
4390 0.771026
4400 0.771861
4410 0.772258
4420 0.772654
4430 0.77305
4440 0.773445
4450 0.77384
4460 0.774236
4470 0.774632
4480 0.775028
4490 0.775423
4500 0.775819
4510 0.775776
4520 0.775733
4530 0.775691
4540 0.775647
4550 0.775606
4560 0.775562
4570 0.77552
4580 0.775476
4590 0.775435
4600 0.775391
4610 0.775349
4620 0.775305
4630 0.775263
4640 0.77522
4650 0.775178
4660 0.775135
4670 0.775091
4680 0.77505
4690 0.775007
4700 0.774963
4710 0.774921
4720 0.774878
4730 0.774837
4740 0.774793
4750 0.774751
4758.4 0.774714
4768.3 0.774673
4778.2 0.77463
4788.1 0.774588
4798 0.774546
4807.9 0.774849
4817.7 0.775235
4827.6 0.775626
4837.5 0.776017
4847.4 0.776408
4857.3 0.776798
4867.2 0.777189
4877.1 0.777581
4887 0.77797
4896.8 0.778356
4906.7 0.778455
4916.6 0.778409
4926.5 0.778366
4936.4 0.778329
4946.3 0.778283
4956.2 0.778242
4966 0.778199
4975.9 0.778157
4985.8 0.778116
4995.7 0.778069
5005.6 0.778506
5015.5 0.7793
5025.4 0.780096
5035.2 0.78089
5045.1 0.781684
5055 0.78248
5064.9 0.783277
5074.8 0.784072
5084.7 0.784869
5094.6 0.785665
5104.4 0.786068
5114.3 0.786001
5124.2 0.785932
5134.1 0.785865
5144 0.785792
5153.9 0.785724
5163.8 0.785658
5173.6 0.785589
5183.5 0.78552
5193.4 0.785449
5203.3 0.785672
5213.2 0.786464
5223.1 0.787259
5233 0.788054
5242.8 0.78884
5252.7 0.789635
5262.6 0.790429
5272.5 0.791221
5282.4 0.792015
5292.3 0.792812
5302.2 0.793507
5312.1 0.793868
5321.9 0.794229
5331.8 0.794585
5341.7 0.794951
5351.6 0.795313
5361.5 0.795673
5371.4 0.796036
5381.3 0.796398
5391.1 0.796755
5401 0.797116
5410.9 0.797478
5420.8 0.797839
5430.7 0.798199
5440.6 0.798561
5450.5 0.798921
5460.3 0.799279
5470.2 0.799639
5700.1 0.9
6000   0.95
12000  0.95
