Wavelength_microns Throughput
0.5504000244140625 5.168006645056462e-13
0.5514000244140626 2.2294412469637076e-13
0.5524000244140626 3.8428049818192935e-13
0.5534000244140626 1.0117277847760897e-14
0.5544000244140626 3.9727073400396244e-13
0.5554000244140626 7.954847047519466e-13
0.5564000244140626 1.1646732609867985e-12
0.5574000244140624 1.4438423105559508e-12
0.5584000244140624 3.6832451647523224e-13
0.5594000244140624 2.20379414314234e-12
0.5604000244140624 2.2259168052770872e-12
0.5614000244140624 1.2981029888882748e-12
0.5624000244140624 8.887467249632845e-16
0.5634000244140625 2.0715435063713315e-12
0.5644000244140625 4.76553149242321e-13
0.5654000244140625 1.7990472195365194e-12
0.5664000244140625 5.366180059227546e-13
0.5674000244140625 1.336431045012087e-13
0.5684000244140625 5.7695946242932e-13
0.5694000244140625 1.4624617171952404e-13
0.5704000244140625 5.492970615292808e-13
0.5714000244140625 4.986017392017647e-13
0.5724000244140625 1.9337959686478123e-13
0.5734000244140625 6.067030748949927e-13
0.5744000244140625 4.749441088010807e-14
0.5754000244140625 2.661676058673916e-13
0.5764000244140625 6.352068489947016e-13
0.5774000244140625 2.2894587272907588e-15
0.5784000244140625 4.587873864799792e-12
0.5794000244140625 3.438606826091919e-15
0.5804000244140625 9.25556174071003e-13
0.5814000244140625 5.3217395998251904e-15
0.5824000244140625 6.114806391932711e-12
0.5834000244140625 1.0241657842464583e-14
0.5844000244140625 9.697523665490639e-12
0.5854000244140625 3.2537488486256567e-14
0.5864000244140625 1.25356931066541e-11
0.5874000244140625 1.31217588189013e-12
0.5884000244140625 4.3039683414994295e-14
0.5894000244140625 2.5573358968346426e-14
0.5904000244140625 1.324515251824305e-14
0.5914000244140625 7.629490551760919e-15
0.5924000244140625 5.267099666719861e-15
0.5934000244140625 5.140726287275282e-12
0.5944000244140625 3.4285313327603342e-15
0.5954000244140625 3.2249335237744303e-15
0.5964000244140625 6.875881445017743e-13
0.5974000244140625 3.3062063653250673e-13
0.5984000244140625 9.90862010861447e-13
0.5994000244140625 4.647580742288243e-13
0.6004000244140625 6.193804132132209e-13
0.6014000244140625 4.369387865108972e-15
0.6024000244140625 2.1092350851308796e-12
0.6034000244140625 1.24829525409067e-12
0.6044000244140625 7.597331333795056e-15
0.6054000244140625 8.80573652530588e-15
0.6064000244140625 1.0021864897215643e-14
0.6074000244140625 1.0849789868317837e-14
0.6084000244140625 1.0914449910394997e-14
0.6094000244140625 1.0373212368421696e-14
0.6104000244140625 5.79255303626114e-13
0.6114000244140625 1.0689258939592612e-12
0.6124000244140625 9.513545236124536e-13
0.6134000244140625 5.511374513187697e-13
0.6144000244140625 5.192473462623828e-15
0.6154000244140625 4.6711603401651156e-15
0.6164000244140625 4.303945781065976e-15
0.6174000244140625 4.1605022620221195e-15
0.6184000244140625 4.047984725684604e-15
0.6194000244140625 9.433275873321558e-13
0.6204000244140625 1.9502485206271053e-12
0.6214000244140625 3.636983391397464e-15
0.6224000244140625 4.019502387198821e-15
0.6234000244140625 4.400833703058619e-15
0.6244000244140625 5.037476266421396e-15
0.6254000244140625 6.084175430714994e-15
0.6264000244140625 7.708765864031607e-15
0.6274000244140625 1.0417081025484391e-14
0.6284000244140625 1.4966763734510204e-14
0.6294000244140625 2.2194105691584224e-14
0.6304000244140625 3.228042521378169e-14
0.6314000244140625 4.25774899593238e-14
0.6324000244140625 4.7898857492521255e-14
0.6334000244140625 4.537568492531487e-14
0.6344000244140625 3.743055837289268e-14
0.6354000244140625 2.909779928066722e-14
0.6364000244140625 2.3172676252193822e-14
0.6374000244140625 1.9878691962928496e-14
0.6384000244140625 1.1999152627290693e-12
0.6394000244140625 1.8460638862171147e-14
0.6404000244140625 1.9887889620400633e-14
0.6414000244140625 2.2271009760318173e-14
0.6424000244140625 2.5236098077484348e-14
0.6434000244140625 4.074210945335552e-12
0.6444000244140625 2.968273711287068e-14
0.6454000244140625 2.88672026028914e-14
0.6464000244140625 2.5498770153856013e-14
0.6474000244140625 2.0823941633682755e-14
0.6484000244140625 1.640066165390949e-14
0.6494000244140625 1.314173309488286e-14
0.6504000244140625 1.0737948457040608e-14
0.6514000244140625 9.000142198749566e-15
0.6524000244140625 8.102918879766546e-15
0.6534000244140625 1.5554541672606696e-12
0.6544000244140625 7.941986910981336e-15
0.6554000244140625 8.357329722755636e-15
0.6564000244140625 9.380545877502162e-15
0.6574000244140625 1.1057929767471408e-14
0.6584000244140625 1.3184659741927406e-14
0.6594000244140625 3.612112777954836e-12
0.6604000244140625 1.1648728742870023e-12
0.6614000244140625 6.6328730361122e-12
0.6624000244140625 5.7631342979817394e-12
0.6634000244140625 2.0099769860220567e-14
0.6644000244140625 6.5485081753691125e-12
0.6654000244140625 5.940269487184732e-12
0.6664000244140625 1.3412176536705487e-14
0.6674000244140625 1.1865098161846624e-14
0.6684000244140625 1.1120968380121333e-14
0.6694000244140625 7.497642870610831e-12
0.6704000244140625 1.0751767489994543e-14
0.6714000244140625 2.0785555617021e-12
0.6724000244140625 1.2739677283032013e-14
0.6734000244140625 1.4928896865807625e-14
0.6744000244140625 6.1443637040111616e-12
0.6754000244140625 1.9881414735176315e-14
0.6764000244140626 4.851405205367335e-12
0.6774000244140626 2.2988347386562663e-14
0.6784000244140626 2.2901259709337475e-14
0.6794000244140626 2.13451883821685e-14
0.6804000244140626 1.8578896734650824e-14
0.6814000244140626 1.5527205776852504e-14
0.6824000244140624 2.2322529814204535e-12
0.6834000244140624 1.2861785219277328e-14
0.6844000244140624 1.2397422483598594e-14
0.6854000244140624 3.2791778070889763e-12
