5.19	61.6	81		62.71	81		5.19	0.71
5.20	67.95	83.28		68.51	83.28		5.2	0.78
5.21	71.54	85.15		71.73	85.15		5.21	0.82
5.22	73.44	86.03		73.47	86.03		5.22	0.85
5.23	74.63	86.2		74.64	86.2		5.23	0.86
5.24	75.75	85.64		75.79	85.64		5.24	0.87
5.25	76.9	84.02		76.99	84.02		5.25	0.89
5.26	78.09	81.91		78.21	81.91		5.26	0.9
5.27	79.16	79.6		79.26	79.6		5.27	0.91
5.28	79.95	77.3		80	77.3		5.28	0.92
5.29	80.32	75.4		80.33	75.4		5.29	0.93
5.30	80.17	73.39		80.1	73.39		5.3	0.92
5.31	79.6	72		79.46	72		5.31	0.92
5.32	78.73	71.19		78.57	71.19		5.32	0.91
5.33	77.72	70.92		77.53	70.92		5.33	0.9
5.34	76.72	71.21		76.54	71.21		5.34	0.88
5.35	75.87	72.6		75.71	72.6		5.35	0.87
5.36	75.13	73.18		75.01	73.18		5.36	0.87
5.37	74.73	74.35		74.63	74.35		5.37	0.86
5.38	74.62	76.06		74.57	76.06		5.38	0.86
5.39	74.82	77.84		74.81	77.84		5.39	0.86
5.40	75.32	79.65		75.32	79.65		5.4	0.87
5.41	76.05	81.53		76.1	81.53		5.41	0.88
5.42	77.1	83.75		77.18	83.75		5.42	0.89
5.43	78.18	83.9		78.27	83.9		5.43	0.9
5.44	79.36	83.84		79.47	83.84		5.44	0.91
5.45	80.67	83.38		80.81	83.38		5.45	0.93
5.46	82.08	82.98		82.23	82.98		5.46	0.95
5.47	83.45	81.57		83.59	81.57		5.47	0.96
5.48	84.66	79.74		84.79	79.74		5.48	0.98
5.49	85.65	77.49		85.74	77.49		5.49	0.99
5.50	86.4	75.9		86.43	75.9		5.5	1
5.51	86.77	74.64		86.73	74.64		5.51	1
5.52	86.73	74.13		86.6	74.13		5.52	1
5.53	86.14	73.67		85.9	73.67		5.53	0.99
5.54	85.15	73.86		84.81	73.86		5.54	0.98
5.55	83.86	75.17		83.45	75.17		5.55	0.97
5.56	82.23	76.44		81.77	76.44		5.56	0.95
5.57	80.62	78.28		80.14	78.28		5.57	0.93
5.58	79.09	81.23		78.61	81.23		5.58	0.91
5.59	77.62	82.45		77.19	82.45		5.59	0.89
5.60	76.66	84.55		76.27	84.55		5.6	0.88
5.61	76.06	86.42		75.74	86.42		5.61	0.88
5.62	75.91	87.72		75.67	87.72		5.62	0.87
5.63	76.19	88.37		76.05	88.37		5.63	0.88
5.64	77.05	89.56		76.97	89.56		5.64	0.89
5.65	78.08	88.58		78.08	88.58		5.65	0.9
5.66	79.28	86.86		79.32	86.86		5.66	0.91
5.67	80.61	85.83		80.66	85.83		5.67	0.93
5.68	81.94	84.91		82	84.91		5.68	0.94
5.69	82.97	83.87		83	83.87		5.69	0.96
5.70	83.67	83.01		83.67	83.01		5.7	0.96
5.71	84.08	83.61		84.03	83.61		5.71	0.97
5.72	83.94	83.57		83.84	83.57		5.72	0.97
5.73	83.42	83.27		83.29	83.27		5.73	0.96
5.74	82.8	83.94		82.63	83.94		5.74	0.95
5.75	82.04	84.7		81.88	84.7		5.75	0.95
5.76	81.43	85.78		81.29	85.78		5.76	0.94
5.77	80.89	87.26		80.79	87.26		5.77	0.93
5.78	80.39	86.63		80.34	86.63		5.78	0.93
5.79	80.23	86.54		80.23	86.54		5.79	0.92
5.80	80.41	86.98		80.47	86.98		5.8	0.93
5.81	80.84	87.59		80.95	87.59		5.81	0.93
5.82	81.62	89.44		81.76	89.44		5.82	0.94
5.83	82.25	89		82.41	89		5.83	0.95
5.84	82.75	87.61		82.91	87.61		5.84	0.95
5.85	83.34	87.26		83.49	87.26		5.85	0.96
5.86	83.96	87.82		84.1	87.82		5.86	0.97
5.87	84.38	87.54		84.5	87.54		5.87	0.97
5.88	84.84	88.44		84.92	88.44		5.88	0.98
5.89	84.86	86.83		84.91	86.83		5.89	0.98
5.90	84.72	84.95		84.75	84.95		5.9	0.98
5.91	84.45	82.89		84.46	82.89		5.91	0.97
5.92	84.29	82.11		84.28	82.11		5.92	0.97
5.93	84.18	81.99		84.12	81.99		5.93	0.97
5.94	83.78	82.02		83.68	82.02		5.94	0.97
5.95	83	79.52		82.88	79.52		5.95	0.96
5.96	82.31	78.85		82.14	78.85		5.96	0.95
5.97	81.46	79.39		81.26	79.39		5.97	0.94
5.98	80.41	79.38		80.2	79.38		5.98	0.93
5.99	79.3	80.34		79.07	80.34		5.99	0.91
6.00	77.95	79.85		77.75	79.85		6	0.9
6.01	76.89	80.91		76.7	80.91		6.01	0.89
6.02	75.79	81.66		75.66	81.66		6.02	0.87
6.03	74.97	81.94		74.9	81.94		6.03	0.86
6.04	74.66	83.88		74.64	83.88		6.04	0.86
6.05	74.63	85.78		74.68	85.78		6.05	0.86
6.06	74.46	83.54		74.61	83.54		6.06	0.86
6.07	74.92	84.05		75.1	84.05		6.07	0.86
6.08	75.45	81.89		75.67	81.89		6.08	0.87
6.09	76.03	79.58		76.25	79.58		6.09	0.88
6.10	76.66	78.18		76.88	78.18		6.1	0.88
6.11	77.25	77.01		77.42	77.01		6.11	0.89
6.12	77.25	72.45		77.35	72.45		6.12	0.89
6.13	76.75	67.02		76.78	67.02		6.13	0.88
6.14	76.03	61.74		75.98	61.74		6.14	0.88
6.15	74.95	55.28		74.83	55.28		6.15	0.86
6.16	73.54	48.24		73.35	48.24		6.16	0.85
6.17	71.77	40.71		71.53	40.71		6.17	0.83
6.18	69.98	34.52		69.64	34.52		6.18	0.81
6.19	67.28	28.17		66.83	28.17		6.19	0.78
6.20	64.2	23.07		63.58	23.07		6.2	0.74
6.21	60.21	19.15		59.36	19.15		6.21	0.69
6.22	54.92	15.94		53.85	15.94		6.22	0.63
6.23	48.67	13.41		47.42	13.41		6.23	0.56
6.24	41.78	11.49		40.47	11.49		6.24	0.48
6.25	34.83	9.99		33.58	9.99		6.25	0.4
6.26	28.49	8.84		27.38	8.84		6.26	0.33
