1.30	0.01	0.00000		0.04	-0.02		
1.31	0.07	0.00000		0.1	0.11		
1.32	-0.06	0.00000		0.1	0.18		
1.33	0.05	0.00000		0.03	-0.02		
1.34	0	0.00000		0.17	0.01		
1.35	0.12	0.00000		0.03	0.12		
1.36	0.09	0.00000		0.01	0.07		
1.37	-0.01	0.00000		0.02	-0.04		
1.38	0.04	0.00000		0.01	-0.03		
1.39	0.04	0.00000		-0.05	0.15		
1.40	-0.03	-0.03502		0.02	0.07		
1.41	-0.04	0.02607		0	-0.02		
1.42	0.04	-0.01700		-0.01	0.06		
1.43	0.02	-0.02619		0.07	-0.06		
1.44	0.04	0.02052		0.04	-0.01		
1.45	0	0.03591		-0.02	-0.01		
1.46	0.05	-0.02828		-0.02	0.07		
1.47	-0.01	0.02933		0.01	0.05		
1.48	0.02	-0.00663		0.07	0.04		
1.49	-0.01	0.03338		0.06	0.05		
1.50	0.03	0.00311		0.01	-0.01		
1.51	0.05	-0.00746		0.02	0.02		
1.52	0.03	0.03314		0.07	0.11		
1.53	0	-0.01659		0.01	0		
1.54	0	-0.01137		-0.01	-0.04		
1.55	0.05	0.03675		0.02	-0.07		
1.56	0.02	0.00496		0.03	0.05		
1.57	0.05	0.03531		-0.02	0.01		
1.58	0.02	-0.00520		0	0.02		
1.59	0.05	-0.00093		-0.01	-0.03		
1.60	0.02	0.04047		0.01	-0.04		
1.61	0.01	0.01895		0.01	0.03		
1.62	0.03	-0.02370		0.03	-0.02		
1.63	0	0.05600		0.02	-0.03		
1.64	0	0.02562		0	0.02		
1.65	0.02	-0.01004		0.02	0.04		
1.66	0.03	0.00193		0.02	-0.03		
1.67	0.03	0.01006		0.03	0.03		
1.68	0	0.00847		0	-0.01		
1.69	0.02	0.01253		0.03	0.03		
1.70	-0.02	0.02954		0.03	0		
1.71	0.01	0.00667		0.01	-0.01		
1.72	0	0.02123		-0.01	0.03		
1.73	0.01	0.00787		0.01	-0.02		
1.74	0	0.01446		0.01	-0.01		
1.75	0.01	0.00686		0	0.04		
1.76	0	-0.00408		-0.01	0		
1.77	0	0.01793		0	0.04		
1.78	-0.01	0.02619		-0.01	-0.01		
1.79	0.01	0.00175		0	0		
1.80	0	0.00300		0.01	0.04		
1.81	0.03	-0.01434		0.02	0.02		
1.82	0.01	0.00348		0	-0.02		
1.83	0	0.02716		0	0.06		
1.84	0.01	-0.00176		0.03	0.03		
1.85	0.01	0.00081		0.01	-0.01		
1.86	0	0.00182		0	0		
1.87	0.03	0.01044		-0.01	0.01		
1.88	0.03	0.09621		0.01	0.01		
1.89	0.01	0.17528		0	0.01		
1.90	0.02	0.01306		0.01	0.03		
1.91	0.01	0.01208		0.01	0.01		
1.92	0.01	0.01826		0.01	0.02		
1.93	0.01	-0.00775		0	0.01		
1.94	0	-0.00851		0.02	0.01		
1.95	-0.01	0.00525		0	0.01		
1.96	-0.01	0.01059		-0.01	0		
1.97	0.02	0.00323		0	0.02		
1.98	0	0.00933		0.01	0.03		
1.99	0.02	0.01063		-0.01	0		
2.00	0	-0.00923		0	0		
2.01	0.01	0.01329		0.01	-0.02		
2.02	0.01	0.01080		0	0		
2.03	-0.01	0.00536		0	0.03		
2.04	0	0.00811		0.01	0		
2.05	0	0.00436		0	0		
2.06	0	0.01221		0	0		
2.07	0.02	0.00349		0	0.01		
2.08	0.01	0.00511		0.01	0.1		
2.09	0.01	-0.00445		0.01	0.18		
2.10	0.02	0.00106		0.01	0.01		
2.11	0	-0.00217		0	0.01		
2.12	0.02	0.00418		0.02	0.02		
2.13	0	0.01187		0.02	-0.01		
2.14	0.02	0.00124		0.02	-0.01		
2.15	0.01	-0.00055		0.01	0.01		
2.16	0.01	0.00556		0.02	0.01		
2.17	0	0.00876		0.01	0		
2.18	0.01	0.00407		0.02	0.01		
2.19	0.01	-0.00476		0.01	0.01		
2.20	0.01	0.00672		0	-0.01		
2.21	0.01	0.00810		0.02	0.01		
2.22	0.01	0.01961		0.02	0.01		
2.23	0.01	0.00149		0.02	0.01		
2.24	0.01	0.01598		0.02	0.01		
2.25	0.01	0.00907		0.01	0		
2.26	0.01	0.03198		0.01	0.01		
2.27	0	0.01826		0.01	0		
2.28	0	0.04860		0.02	0.01		
2.29	0	0.01094		0.01	0		
2.30	0.01	0.00428		0	0		
2.31	0.01	-0.00377		0	0		
2.32	0	-0.00374		0	0		
2.33	0	0.00051		0.01	0.01		
2.34	0	0.00233		0	0		
2.35	0	0.00185		0	0		
2.36	0.01	0.01179		0.01	0.01		
2.37	0.01	-0.00024		0	0.01		
2.38	0	-0.00267		0	0		
2.39	0	0.00242		0.01	0		
2.40	0.01	0.00968		0	0.01		
2.41	0.01	0.00850		0.01	0.01		
2.42	0	0.00439		0.01	0.02		
2.43	0	-0.00021		0.01	0		
2.44	0	-0.00085		0	0.02		
2.45	0.01	0.00698		0.01	0.01		
2.46	0	0.00693		0.01	0.03		
2.47	0.01	0.01049		0.01	0.02		
2.48	0.01	-0.00030		0	0.05		
2.49	0.01	0.00177		0	0.01		
2.50	0.02	0.00495		0	0		
2.51	0.01	0.00380		0.01	0		
2.52	0.01	0.00743		0.01	0		
2.53	0.02	0.00536		0	0		
2.54	0.01	0.00879		0.01	0		
2.55	0.01	-0.00389		0.01	0		
2.56	0.01	0.00028		0.02	0.01		
2.57	0.01	-0.00209		0.01	0		
2.58	0.01	0.00210		0	0		
2.59	0.01	-0.00457		0.01	0		
2.60	0.01	0.00661		0.01	0.01		
2.61	0.01	0.00789		0.01	0.01		
2.62	0.01	0.00513		0.01	0		
2.63	0	-0.00335		0	0		
2.64	0.01	-0.00322		0	0		
2.65	0.01	-0.00467		0.01	0.01		
2.66	0	0.00060		0.01	0.01		
2.67	0.01	0.00720		0.01	0.01		
2.68	0.02	-0.00409		0.01	0		
2.69	0.01	0.00537		0	0		
2.70	0	0.00880		0.01	0.01		
2.71	0	0.01284		0	0		
2.72	0.01	0.01136		0	0.01		
2.73	0	0.00491		0	0.01		
2.74	0	0.00033		0.01	0.01		
2.75	0	0.00436		0	0		
2.76	0	0.00841		0	0		
2.77	0.01	0.01612		0	0		
2.78	0	0.01312		0	0		
2.79	0.01	0.00939		0	0		
2.80	0.01	0.00473		0	0.01		
2.81	0.01	0.00600		0	0.01		
2.82	0.01	0.00608		0.01	0.01		
2.83	0	-0.00713		0	0		
2.84	0	0.01278		0	0		
2.85	0	0.01507		0	0		
2.86	0	0.01658		0	0		
2.87	0	0.01789		0	0.01		
2.88	0	0.01339		0.01	0		
2.89	0	0.00472		0.01	0.01		
2.90	0.01	0.01442		0	0.01		
2.91	0.01	0.01541		0.01	0.01		
2.92	0	0.01714		0	0.01		
2.93	0.01	0.02243		0	0		
2.94	0	0.01454		0.01	0		
2.95	0	0.01431		0	0		
2.96	0	0.01279		0	0.01		
