1.30	0.05	0.04		0.08	0.04		
1.31	0.04	0.01		0.04	0.01		
1.32	0.03	0.06		-0.08	0.06		
1.33	0.04	0.09		0.06	0.09		
1.34	-0.01	0.1		0.02	0.1		
1.35	0.01	0.03		0.01	0.03		
1.36	0.03	0.12		0.01	0.12		
1.37	0.02	0.09		0	0.09		
1.38	0.06	0.09		-0.01	0.09		
1.39	0.01	0.06		0.06	0.06		
1.40	0.01	0.06		0.01	0.06		
1.41	0	0.01		0.01	0.01		
1.42	0	0.04		-0.01	0.04		
1.43	0	0.04		0.01	0.04		
1.44	0	0		0.02	0		
1.45	0.03	0.04		0	0.04		
1.46	0.02	0.03		0.01	0.03		
1.47	0.01	0.03		0.03	0.03		
1.48	0	0		0	0		
1.49	0.01	0.03		0.01	0.03		
1.50	0.01	0		0	0		
1.51	0	0.04		0.04	0.04		
1.52	0	0.02		0.01	0.02		
1.53	0	0.08		0	0.08		
1.54	0.02	0.04		0.02	0.04		
1.55	-0.01	0.02		0.01	0.02		
1.56	-0.02	0.05		-0.01	0.05		
1.57	0.02	-0.01		0	-0.01		
1.58	0	0.06		0	0.06		
1.59	-0.01	0.04		-0.01	0.04		
1.60	0	0.07		0.03	0.07		
1.61	0.01	0.05		0.01	0.05		
1.62	0	0.04		0	0.04		
1.63	0.01	0.02		0	0.02		
1.64	0.02	0.01		0.02	0.01		
1.65	0.01	0.02		0.02	0.02		
1.66	0.02	0.01		0.01	0.01		
1.67	0.02	0.03		-0.01	0.03		
1.68	0	0.02		0.02	0.02		
1.69	0.01	0.01		0.02	0.01		
1.70	0.02	0		0	0		
1.71	0.02	0.02		0.02	0.02		
1.72	0.03	0.02		0.02	0.02		
1.73	0.01	0.02		0.03	0.02		
1.74	0.01	0.02		0	0.02		
1.75	0.02	0.03		0.02	0.03		
1.76	0	0.02		0.01	0.02		
1.77	0.01	0.03		0	0.03		
1.78	-0.01	0.05		0.02	0.05		
1.79	-0.01	-0.01		-0.01	-0.01		
1.80	0	0		-0.01	0		
1.81	0	0.01		0.01	0.01		
1.82	0.01	0.01		0.01	0.01		
1.83	-0.01	0.02		-0.01	0.02		
1.84	0.01	0.02		0	0.02		
1.85	0	0.02		0	0.02		
1.86	0	0.01		0.01	0.01		
1.87	0	0.03		0	0.03		
1.88	0	0.02		0.01	0.02		
1.89	0	0.01		0.01	0.01		
1.90	0.01	-0.01		0.01	-0.01		
1.91	0.01	0.03		0.02	0.03		
1.92	0	0.01		0.01	0.01		
1.93	0.01	0.02		0	0.02		
1.94	0.01	0.01		0.03	0.01		
1.95	0.01	0		0.01	0		
1.96	0	0.01		0	0.01		
1.97	0.01	0		0.01	0		
1.98	0	0		-0.01	0		
1.99	0	0.03		-0.01	0.03		
2.00	0	0.03		0	0.03		
2.01	0.01	0.02		0.01	0.02		
2.02	0.01	0.04		0.01	0.04		
2.03	0	0.03		0	0.03		
2.04	0.01	0.02		0	0.02		
2.05	0.01	0.02		0.01	0.02		
2.06	0.01	0.03		0	0.03		
2.07	0	0.02		0.01	0.02		
