1.44	-0.13	-0.0520		0.16	0.07		
1.45	0.6	0.0320		0.36	-0.23		
1.46	0.2	0.0190		-0.1	0.11		
1.47	0.27	0.0600		-0.3	0.05		
1.48	-0.06	0.0640		0.35	-0.1		
1.49	-0.09	0.1100		0.03	0.32		
1.50	-0.14	0.0120		0.17	0.15		
1.51	0.32	0.0190		0.33	0.06		
1.52	0.14	0.0220		-0.11	-0.11		
1.53	-0.14	0.1690		0.18	0		
1.54	0.03	0.0950		0	-0.05		
1.55	0.04	-0.1570		-0.12	0.03		
1.56	0.02	0.0380		-0.08	0.02		
1.57	0.02	-0.1110		0.26	0.06		
1.58	0.17	0.0110		-0.05	0.06		
1.59	0.02	0.0450		0.2	0.11		
1.60	0.08	0.1320		0.07	0.01		
1.61	-0.07	0.0300		-0.06	0.02		
1.62	0.2	0.1200		0.26	0.02		
1.63	0.11	0.1270		0	0.17		
1.64	0.21	0.0430		0.09	0.1		
1.65	-0.02	0.0960		0.03	-0.16		
1.66	0.19	0.1620		-0.07	0.04		
1.67	0.04	0.0090		0.2	-0.11		
1.68	-0.29	0.0210		0.14	0.01		
1.69	0.14	0.0070		-0.11	0.05		
1.70	-0.1	0.0720		-0.07	0.13		
1.71	0.01	0.0930		-0.12	0.03		
1.72	-0.22	0.0600		0.24	0.12		
1.73	-0.16	-0.0520		-0.01	0.13		
1.74	-0.07	0.0640		-0.08	0.04		
1.75	-0.1	-0.0580		-0.01	0.1		
1.76	0.15	0.0090		0.11	0.16		
1.77	0.09	0.0810		0.12	0.01		
1.78	0.04	0.0420		-0.01	0.02		
1.79	0.07	0.0200		-0.03	0.01		
1.80	-0.01	0.0700		0.08	0.07		
1.81	-0.14	0.1310		-0.01	0.09		
1.82	-0.15	-0.0590		0.02	0.06		
1.83	-0.02	0.0200		0	-0.05		
1.84	-0.11	0.0430		-0.15	0.06		
1.85	0.04	-0.0350		0.02	-0.06		
1.86	0	-0.0100		0.04	0.01		
1.87	0.21	0.0470		-0.12	0.08		
1.88	0.05	0.0490		0.05	0.04		
1.89	0.01	0.0110		0.01	0.02		
1.90	0.06	0.0050		-0.04	0.07		
1.91	0.02	0.0530		0	0.13		
1.92	0.04	-0.0240		0.01	-0.06		
1.93	0.13	0.0580		0.05	0.02		
1.94	0.04	0.0170		0.03	0.04		
1.95	0.1	0.0050		-0.04	-0.04		
1.96	0.03	-0.0240		-0.01	-0.01		
1.97	-0.04	0.0310		-0.01	0.05		
1.98	0.05	0.0460		0	0.05		
1.99	0.01	0.0330		-0.03	0.01		
2.00	0.04	0.0500		0.14	0.01		
2.01	0.06	0.0230		-0.03	0.05		
2.02	-0.02	0.0150		-0.03	-0.02		
2.03	0	0.0020		0.02	0.06		
2.04	-0.04	0.0090		0.03	0.02		
2.05	0.04	0.0520		0.02	0.01		
2.06	0.01	-0.0080		0.08	-0.02		
2.07	-0.08	0.0070		-0.03	0.03		
2.08	0.04	0.0100		0.07	0.05		
