1.44	-0.06	-0.33		0.29	-0.33
1.45	0.22	0.24		0.39	0.24
1.46	-0.06	0.02		-0.14	0.02
1.47	0.17	0.08		0.08	0.08
1.48	-0.16	0.03		-0.09	0.03
1.49	0.02	0.04		0.07	0.04
1.50	0.25	0.45		-0.03	0.45
1.51	0.12	-0.1		0.1	-0.1
1.52	-0.04	-0.07		0.02	-0.07
1.53	0.18	0.01		-0.06	0.01
1.54	-0.03	-0.04		-0.18	-0.04
1.55	0.01	0.14		0.14	0.14
1.56	0.04	0		-0.16	0
1.57	-0.11	-0.13		0.16	-0.13
1.58	0.13	-0.06		0.04	-0.06
1.59	0.07	0		-0.2	0
1.60	0.02	0.18		0.05	0.18
1.61	0.08	-0.08		-0.17	-0.08
1.62	0.01	0.22		0.04	0.22
1.63	0.08	0.07		0	0.07
1.64	0.14	0.08		-0.15	0.08
1.65	0.09	0.08		-0.01	0.08
1.66	-0.01	-0.01		0.2	-0.01
1.67	0.02	0.35		0.05	0.35
1.68	0.15	0.25		0.03	0.25
1.69	-0.09	0.1		0.12	0.1
1.70	0.14	0.15		0.08	0.15
1.71	0.1	0.13		0.02	0.13
1.72	-0.1	-0.06		0.04	-0.06
1.73	-0.06	0.11		-0.07	0.11
1.74	0.01	-0.03		0.03	-0.03
1.75	0.02	0.08		0.07	0.08
1.76	0.16	0.12		0.08	0.12
1.77	-0.1	0.08		0	0.08
1.78	-0.09	0.08		0.05	0.08
1.79	-0.06	-0.03		-0.19	-0.03
1.80	-0.07	-0.28		0.04	-0.28
1.81	-0.03	0.12		0.06	0.12
1.82	0.04	-0.12		0.13	-0.12
1.83	-0.09	-0.01		0.05	-0.01
1.84	0.01	-0.01		0.23	-0.01
1.85	0.09	0.03		0.02	0.03
1.86	-0.03	-0.11		0.06	-0.11
1.87	0.11	-0.1		-0.02	-0.1
1.88	-0.02	0.16		0.15	0.16
1.89	-0.03	0.09		0.12	0.09
1.90	-0.02	-0.05		-0.06	-0.05
1.91	-0.18	-0.04		0.03	-0.04
1.92	0.03	0.16		0.03	0.16
1.93	0.05	0.08		0	0.08
1.94	0.04	0.07		-0.08	0.07
1.95	0.04	0.02		-0.03	0.02
1.96	0.06	-0.05		0.04	-0.05
1.97	0.05	0.02		0.03	0.02
1.98	-0.03	-0.06		0.05	-0.06
1.99	-0.06	-0.05		-0.04	-0.05
2.00	0.05	-0.03		0.02	-0.03
2.01	0.05	0.04		0	0.04
2.02	0.03	-0.03		-0.02	-0.03
2.03	-0.03	0.03		0.07	0.03
2.04	-0.06	-0.02		0.04	-0.02
2.05	0.03	0.04		-0.02	0.04
2.06	0.02	0.1		0.08	0.1
2.07	0.04	-0.01		0.07	-0.01
2.08	0.01	0.04		0.05	0.04
2.09	-0.05	0.04		0.03	0.04
2.10	0.06	-0.02		0.07	-0.02
2.11	-0.05	-0.08		0.04	-0.08
2.12	-0.06	0		-0.05	0
2.13	0.06	0.03		0.07	0.03
2.14	0	0.03		-0.04	0.03
2.15	-0.03	0.05		-0.01	0.05
2.16	0.06	0.01		-0.02	0.01
2.17	0	0.06		0.11	0.06
2.18	0.06	-0.07		-0.02	-0.07
2.19	-0.02	0		0	0
2.20	-0.04	0.04		0.03	0.04
2.21	-0.01	0		-0.01	0
2.22	0	-0.05		-0.02	-0.05
2.23	0.08	0.09		0.02	0.09
2.24	0.05	-0.02		0.02	-0.02
2.25	-0.04	0.01		0.02	0.01
2.26	-0.07	-0.04		0.13	-0.04
2.27	0.09	-0.01		0.1	-0.01
2.28	0.07	0.03		0.02	0.03
2.29	0.07	0.07		-0.05	0.07
2.30	0.02	0.09		-0.09	0.09
2.31	0.09	0.08		0.02	0.08
2.32	-0.01	0.01		-0.03	0.01
2.33	0.01	0.01		0.06	0.01
2.34	-0.01	0.01		0.01	0.01
2.35	0.08	-0.01		0.01	-0.01
2.36	-0.04	0.06		0.04	0.06
2.37	-0.01	0.01		0.01	0.01
2.38	0.12	0.06		0.04	0.06
2.39	0.03	0.02		-0.04	0.02
2.40	0	-0.06		0.01	-0.06
2.41	-0.06	-0.03		-0.01	-0.03
2.42	0	0.09		0	0.09
2.43	0	0.06		0.06	0.06
2.44	0.03	-0.05		0.04	-0.05
2.45	0.07	-0.04		0.02	-0.04
2.46	0	0.08		-0.03	0.08
2.47	0.02	0.08		-0.01	0.08
2.48	-0.02	0.01		-0.02	0.01
2.49	-0.04	-0.02		0.06	-0.02
2.50	0.03	-0.02		-0.03	-0.02
2.51	0.06	0.05		0.09	0.05
2.52	0.01	0		0.01	0
2.53	0.01	0.05		0.01	0.05
2.54	-0.01	0.03		0.04	0.03
2.55	0.01	0.04		-0.03	0.04
2.56	-0.03	-0.02		0	-0.02
2.57	0.01	-0.02		0.02	-0.02
2.58	-0.01	0.01		0.01	0.01
2.59	0.06	0.04		0.03	0.04
2.60	-0.01	0		-0.02	0
2.61	-0.02	0.03		0	0.03
2.62	0.03	-0.01		0.01	-0.01
2.63	-0.01	0		-0.01	0
2.64	0.02	-0.03		0.01	-0.03
2.65	-0.02	-0.02		0.02	-0.02
2.66	0.02	0.01		0	0.01
2.67	-0.01	0.06		-0.02	0.06
2.68	-0.01	0.04		0.04	0.04
2.69	0.02	0.01		-0.01	0.01
2.70	0.02	0.03		0.01	0.03
2.71	0	-0.02		0.05	-0.02
2.72	-0.01	0.04		0	0.04
2.73	-0.01	0		0.01	0
2.74	-0.01	0		-0.01	0
2.75	0.02	0.02		0.02	0.02
2.76	-0.03	0		0.04	0
2.77	-0.01	0.04		0	0.04
2.78	0.01	0.01		0	0.01
2.79	0	-0.01		0.01	-0.01
2.80	0.02	0		0.01	0
2.81	0.02	0		-0.03	0
2.82	-0.02	0.03		0	0.03
2.83	-0.02	0.02		-0.02	0.02
2.84	0.01	0.02		0.01	0.02
2.85	0.01	0.05		0	0.05
2.86	0.02	0.02		0.02	0.02
2.87	0.03	0.01		0.05	0.01
2.88	0	-0.02		0	-0.02
2.89	0	0.01		-0.01	0.01
2.90	0.02	-0.02		0.01	-0.02
2.91	0.03	-0.01		0.01	-0.01
2.92	-0.01	0		0	0
2.93	0.01	0.02		0	0.02
2.94	0	0.01		0.03	0.01
2.95	0.01	0.02		0.01	0.02
2.96	0.02	0.02		0.01	0.02
2.97	0.01	0.01		0	0.01
2.98	0	0.01		0.01	0.01
2.99	-0.01	0.01		0.02	0.01
3.00	0.01	0		0.01	0
3.01	-0.02	-0.01		0.03	-0.01
3.02	0.02	0		0	0
3.03	0.02	0.02		-0.03	0.02
3.04	0.01	0		0.02	0
3.05	0	0		-0.01	0
3.06	-0.01	-0.01		0.02	-0.01
3.07	0	-0.01		-0.01	-0.01
3.08	-0.01	0		0.01	0
3.09	0.01	0		0.01	0
3.10	0	0.01		-0.01	0.01
3.11	0.01	-0.01		0.01	-0.01
3.12	-0.01	0.01		0	0.01
3.13	0	0.01		0	0.01
3.14	0.01	0.01		0.01	0.01
3.15	0.02	0.01		0	0.01
3.16	0	0		0.01	0
3.17	-0.01	0		-0.01	0
3.18	0	-0.01		0	-0.01
3.19	0.03	-0.01		-0.01	-0.01
3.20	0.02	0		0	0
3.21	0	-0.01		-0.01	-0.01
3.22	0.01	-0.01		0.01	-0.01
3.23	-0.01	0.02		0	0.02
3.24	-0.01	0.02		0.02	0.02
3.25	-0.01	0		0.03	0
3.26	0.01	0		0	0
3.27	0.01	0		0.01	0
3.28	0.01	0		-0.01	0
3.29	0	0		0.01	0
3.30	0	0.02		0	0.02
3.31	-0.01	0.01		0	0.01
3.32	0	0		0.01	0
3.33	0.01	-0.02		0.02	-0.02
3.34	0.01	0		0	0
3.35	0.01	0		0	0
3.36	0	0		-0.01	0
3.37	0.01	0		0.01	0
3.38	0	-0.01		0.01	-0.01
3.39	-0.01	0		0	0
3.40	-0.01	-0.01		0.01	-0.01
3.41	0	0.01		0	0.01
3.42	0.01	0		-0.01	0
3.43	0	-0.01		0.01	-0.01
3.44	-0.01	-0.01		0	-0.01
3.45	-0.01	0.01		0	0.01
3.46	-0.01	0		0.01	0
3.47	0.01	0		0.01	0
3.48	0	0		0	0
3.49	0	0		0.01	0
3.50	0	0		0	0
3.51	0.02	0		0.01	0
3.52	0.01	-0.01		0.01	-0.01
3.53	0.01	0		0	0
3.54	0	0		-0.01	0
3.55	0	0		0	0
3.56	0	-0.01		-0.01	-0.01
3.57	0	0		-0.01	0
3.58	0	0		0	0
3.59	0	0		0.01	0
3.60	0	0		0	0
3.61	0.01	0		0.01	0
3.62	0.01	0.01		0	0.01
3.63	-0.01	0.02		0	0.02
3.64	-0.01	0.01		-0.01	0.01
3.65	0	-0.01		0.01	-0.01
3.66	0	0		0.02	0
3.67	0.01	0.01		0	0.01
3.68	0	0		-0.02	0
3.69	0	0		0.01	0
3.70	0.01	-0.01		0.01	-0.01
3.71	0.01	0.01		0.01	0.01
3.72	0	0		0	0
3.73	0	-0.01		0.01	-0.01
3.74	0.01	0		0.03	0
3.75	0	0		-0.02	0
3.76	0.01	0.01		-0.02	0.01
3.77	-0.01	0.01		0.01	0.01
3.78	0	0.01		0	0.01
3.79	0	0		0.01	0
3.80	-0.01	0		0	0
3.81	0.01	-0.01		-0.01	-0.01
3.82	0.01	0		0	0
3.83	0.01	0		0	0
3.84	0	0		0	0
3.85	0	0.01		0.01	0.01
3.86	0.01	0		0	0
3.87	0.02	0.01		-0.01	0.01
3.88	0	0.01		0	0.01
3.89	0	0		0.01	0
3.90	0	-0.01		0	-0.01
3.91	0	0		-0.01	0
3.92	0	0		0.02	0
3.93	0.01	0		0.01	0
3.94	-0.01	0		0	0
3.95	0.01	0		-0.01	0
3.96	0	0		-0.01	0
3.97	0	0.01		0	0.01
3.98	0	0		0.01	0
3.99	-0.01	0		0	0
4.00	0.02	0.01		0.01	0.01
4.01	0	0.01		0	0.01
4.02	0.01	0.01		0	0.01
4.03	0	0		0	0
4.04	0.01	0		0	0
4.05	0.01	0.01		0	0.01
4.06	0	0		0.01	0
4.07	0.01	0.01		0.01	0.01
4.08	0	0.01		0	0.01
4.09	0	0.01		-0.01	0.01
4.10	0	0		-0.01	0
4.11	-0.01	0.01		0	0.01
4.12	0.01	0.01		-0.01	0.01
4.13	0	0		0.01	0
4.14	0	-0.01		-0.01	-0.01
4.15	0	0		0	0
4.16	0	0.01		0	0.01
4.17	0	-0.01		0	-0.01
4.18	0	0		-0.01	0
4.19	0	0.01		0.01	0.01
4.20	-0.01	0.01		0.01	0.01
4.21	0	0.01		0	0.01
4.22	0.03	0		0.02	0
4.23	0	0		0.02	0
4.24	0.04	0		0.06	0
4.25	0.07	-0.01		0.15	-0.01
4.26	0.13	0.02		0.2	0.02
4.27	0.27	0.01		0.34	0.01
4.28	0.38	0.02		0.47	0.02
4.29	0.5	0.01		0.64	0.01
4.30	0.63	0		0.67	0
4.31	0.62	0.01		0.53	0.01
4.32	0.48	-0.02		0.36	-0.02
4.33	0.36	0		0.28	0
4.34	0.28	0		0.19	0
4.35	0.2	0		0.12	0
4.36	0.14	0.01		0.1	0.01
4.37	0.1	0		0.07	0
4.38	0.07	0		0.05	0
4.39	0.05	0.01		0.04	0.01
4.40	0.05	0.02		0.04	0.02
4.41	0.04	0.01		0.05	0.01
4.42	0.05	0.01		0.07	0.01
4.43	0.06	0.02		0.09	0.02
4.44	0.1	0		0.14	0
4.45	0.17	0		0.2	0
4.46	0.24	0		0.16	0
4.47	0.2	0.01		0.09	0.01
4.48	0.11	-0.02		0.06	-0.02
4.49	0.06	0.02		0.03	0.02
4.50	0.04	0.01		0.02	0.01
4.51	0.03	0		0.03	0
4.52	0.03	0.02		0.01	0.02
4.53	0.03	0.01		0.01	0.01
4.54	0.03	-0.01		0.04	-0.01
4.55	0.03	0		0.05	0
4.56	0.05	0		0.08	0
4.57	0.07	-0.01		0.09	-0.01
4.58	0.08	0.01		0.08	0.01
4.59	0.08	-0.01		0.07	-0.01
4.60	0.06	-0.01		0.04	-0.01
4.61	0.04	0		0.03	0
4.62	0.04	0.01		0.04	0.01
4.63	0.03	0.02		0.03	0.02
4.64	0.03	0		0.04	0
4.65	0.03	0.01		0.04	0.01
4.66	0.03	-0.01		0.04	-0.01
4.67	0.03	0		0.05	0
4.68	0.04	0		0.07	0
4.69	0.05	0		0.1	0
4.70	0.08	0		0.15	0
4.71	0.12	0.02		0.19	0.02
4.72	0.19	0.01		0.18	0.01
4.73	0.2	0.01		0.15	0.01
4.74	0.15	0.01		0.1	0.01
4.75	0.11	-0.01		0.08	-0.01
4.76	0.09	0		0.07	0
4.77	0.08	-0.01		0.07	-0.01
4.78	0.06	0.01		0.08	0.01
4.79	0.06	0.02		0.1	0.02
4.80	0.07	0		0.1	0
4.81	0.1	0.01		0.14	0.01
4.82	0.13	0.03		0.19	0.03
4.83	0.19	0.02		0.25	0.02
4.84	0.26	0.01		0.28	0.01
4.85	0.31	-0.01		0.24	-0.01
4.86	0.3	0.01		0.2	0.01
4.87	0.25	0.01		0.17	0.01
4.88	0.17	0		0.12	0
4.89	0.13	-0.01		0.1	-0.01
4.90	0.1	0.01		0.09	0.01
4.91	0.1	-0.01		0.08	-0.01
4.92	0.1	0		0.08	0
4.93	0.09	-0.01		0.1	-0.01
4.94	0.14	-0.02		0.12	-0.02
4.95	0.15	0		0.16	0
4.96	0.18	0		0.27	0
4.97	0.29	0.01		0.52	0.01
4.98	0.54	-0.01		1.17	-0.01
4.99	1.22	-0.02		2.01	-0.02
5.00	2.16	0		1.52	0
5.01	1.71	0.01		0.75	0.01
5.02	0.81	-0.01		0.41	-0.01
5.03	0.44	-0.01		0.27	-0.01
5.04	0.3	0.01		0.22	0.01
5.05	0.24	-0.01		0.22	-0.01
5.06	0.2	0		0.2	0
5.07	0.19	-0.01		0.21	-0.01
5.08	0.21	0.01		0.26	0.01
5.09	0.27	0.01		0.31	0.01
5.10	0.36	0.01		0.33	0.01
5.11	0.41	0.01		0.27	0.01
5.12	0.38	-0.01		0.19	-0.01
5.13	0.3	0		0.13	0
5.14	0.21	0.02		0.1	0.02
5.15	0.14	0.02		0.07	0.02
5.16	0.09	0.01		0.06	0.01
5.17	0.06	0.01		0.05	0.01
5.18	0.08	0		0.04	0
5.19	0.08	0		0.04	0
5.20	0.07	0.02		0.04	0.02
5.21	0.06	0.01		0.06	0.01
5.22	0.07	-0.01		0.07	-0.01
5.23	0.1	0		0.1	0
5.24	0.15	0		0.13	0
5.25	0.18	0.02		0.08	0.02
5.26	0.11	0.01		0.05	0.01
5.27	0.04	-0.02		0.03	-0.02
5.28	0.03	-0.01		0.01	-0.01
5.29	0.02	0		0.02	0
5.30	0	0		0.01	0
5.31	-0.01	0.01		0.01	0.01
5.32	-0.01	0.01		0.02	0.01
5.33	0.01	0.01		0	0.01
5.34	0	0.01		-0.01	0.01
5.35	-0.01	0		0	0
5.36	0	0.02		0	0.02
5.37	-0.01	0.02		0	0.02
5.38	0.01	0.01		0	0.01
5.39	0.01	-0.01		-0.01	-0.01
5.40	0	-0.01		0	-0.01
5.41	0	0		0.01	0
5.42	0.01	0		0.02	0
5.43	0.01	0		0.01	0
5.44	0.01	-0.01		-0.01	-0.01
5.45	0.01	-0.02		-0.01	-0.02
5.46	0.01	0		0.01	0
5.47	0.03	0.02		-0.01	0.02
5.48	0	0.01		-0.01	0.01
5.49	0	-0.02		-0.01	-0.02
5.50	0.01	0		0	0
5.51	0	0		0	0
5.52	0	-0.01		-0.01	-0.01
5.53	0.01	-0.01		0	-0.01
5.54	-0.01	0		0	0
5.55	-0.03	0.02		0.01	0.02
5.56	-0.01	0.01		0.01	0.01
5.57	0	-0.01		0.01	-0.01
5.58	0	-0.01		-0.01	-0.01
5.59	0	0		0.01	0
5.60	0	0		0.01	0
5.61	0	0		0.01	0
5.62	0.01	0		0.01	0
5.63	0.01	0		0	0
5.64	0	0.01		0	0.01
5.65	-0.01	0.02		0.01	0.02
5.66	0	0.02		0	0.02
5.67	0.01	0.02		0.01	0.02
5.68	0.01	0.01		0.02	0.01
5.69	0	0		0.01	0
5.70	-0.01	-0.01		0	-0.01
5.71	-0.01	-0.02		0.01	-0.02
5.72	-0.01	0		0.02	0
5.73	0	0.02		0	0.02
5.74	0	0.03		0.01	0.03
5.75	0.01	0.01		0.02	0.01
5.76	0.02	-0.01		0.01	-0.01
5.77	0.02	-0.02		0.01	-0.02
5.78	-0.01	0.01		0.02	0.01
5.79	0	0		0.02	0
5.80	0	0		0.01	0
5.81	0	0		0.01	0
5.82	0.02	0.02		-0.01	0.02
5.83	0.01	0.01		-0.01	0.01
5.84	0	-0.01		-0.01	-0.01
5.85	0	0		-0.01	0
5.86	0.01	0.01		0.02	0.01
5.87	0	0.02		0.03	0.02
5.88	-0.02	0		0.04	0
5.89	0	0.01		0.02	0.01
5.90	0.02	0.03		0	0.03
5.91	0.01	0.01		-0.01	0.01
5.92	0	0		0	0
5.93	0.01	-0.01		0.01	-0.01
5.94	0.03	-0.03		0.03	-0.03
5.95	0.01	0		0.02	0
5.96	-0.01	0.01		0.01	0.01
5.97	0	0		0.01	0
5.98	0.01	0		0	0
5.99	0.01	-0.01		0	-0.01
6.00	0.02	-0.01		0.01	-0.01
6.01	0	0.01		0	0.01
6.02	0	-0.01		-0.01	-0.01
6.03	0.01	-0.01		-0.01	-0.01
6.04	0.02	0.02		0	0.02
6.05	0.01	0.01		0	0.01
6.06	-0.01	0		0	0
6.07	-0.01	0.01		0	0.01
6.08	0.02	0.02		0	0.02
6.09	0.02	-0.01		-0.01	-0.01
6.10	0.01	-0.01		0.01	-0.01
6.11	0	0.01		0.01	0.01
6.12	-0.01	0.02		0	0.02
6.13	0.01	0.01		0.01	0.01
6.14	0.01	0		0.01	0
6.15	0.01	-0.02		0.01	-0.02
6.16	0.01	-0.01		0.01	-0.01
6.17	-0.01	0.01		-0.01	0.01
6.18	-0.02	0		-0.02	0
6.19	-0.01	0.02		-0.01	0.02
6.20	0.01	0.02		0	0.02
6.21	0.01	0		0	0
6.22	0	0.01		-0.01	0.01
6.23	-0.01	0.02		0	0.02
6.24	-0.01	0.03		0	0.03
6.25	0	0.02		0	0.02
6.26	0	0.01		0.01	0.01
6.27	-0.01	0		0.01	0
6.28	-0.01	-0.02		0	-0.02
6.29	-0.01	-0.01		0	-0.01
6.30	0	0		0	0
6.31	0.01	0.01		0	0.01
6.32	0.01	0.02		0	0.02
6.33	0	0.03		0.01	0.03
6.34	0.01	0.03		0.01	0.03
6.35	0.02	0.03		-0.01	0.03
6.36	0	-0.01		0	-0.01
6.37	-0.01	-0.02		0.02	-0.02
6.38	0	0.01		0.02	0.01
6.39	0	0.03		0.01	0.03
6.40	-0.01	0.03		0	0.03
6.41	-0.01	0.01		-0.02	0.01
6.42	0.01	-0.01		-0.02	-0.01
6.43	0.01	-0.04		-0.01	-0.04
6.44	0.01	-0.01		0	-0.01
6.45	0.01	0.01		0.01	0.01
6.46	0.02	-0.01		0	-0.01
6.47	0.01	-0.01		-0.02	-0.01
6.48	0.01	0		-0.03	0
6.49	-0.01	0.02		-0.01	0.02
6.50	-0.02	0.03		0.01	0.03
6.51	-0.02	0.03		0	0.03
6.52	-0.01	0.02		0	0.02
6.53	0.01	0.01		0	0.01
6.54	0.01	-0.01		-0.01	-0.01
6.55	0	-0.02		0	-0.02
6.56	-0.01	-0.01		0.02	-0.01
6.57	-0.02	0.02		0.02	0.02
6.58	0	0.03		0	0.03
6.59	0.01	0		-0.02	0
6.60	0	-0.03		0	-0.03
6.61	0	-0.02		0.01	-0.02
6.62	0.01	0.01		0	0.01
6.63	0	0.05		0	0.05
6.64	-0.01	0.04		0	0.04
6.65	-0.02	0.01		0.01	0.01
6.66	-0.03	0.03		-0.01	0.03
6.67	-0.02	0.05		-0.01	0.05
6.68	-0.02	0.06		0	0.06
6.69	-0.02	0.09		0.01	0.09
6.70	-0.01	0.12		0.01	0.12
6.71	-0.01	0.09		0.01	0.09
6.72	0	0.02		0.01	0.02
6.73	0	-0.01		0	-0.01
6.74	0	0.01		0.01	0.01
6.75	0	0.01		0.01	0.01
6.76	0	0		0	0
6.77	0	-0.01		-0.01	-0.01
6.78	0.01	-0.02		-0.02	-0.02
6.79	0.02	-0.01		-0.01	-0.01
6.80	0.02	0.01		0	0.01
6.81	0.01	0.02		0	0.02
6.82	0	0.01		0	0.01
6.83	0	0		0	0
6.84	0	0		0	0
6.85	0	-0.01		0	-0.01
6.86	0	-0.01		0.01	-0.01
6.87	0.01	-0.01		0.04	-0.01
6.88	0.03	-0.01		0.21	-0.01
6.89	0.08	0		0.57	0
6.90	0.37	0.03		0.61	0.03
6.91	0.69	0.05		0.25	0.05
6.92	0.5	0.06		0.05	0.06
6.93	0.15	0.04		0.02	0.04
6.94	0.03	0.02		0.01	0.02
6.95	0.01	0.02		0.01	0.02
6.96	0.01	0.03		-0.01	0.03
6.97	0.02	0.03		-0.02	0.03
6.98	0.01	0		-0.01	0
6.99	0	-0.01		0	-0.01
7.00	0.01	-0.01		0.01	-0.01
7.01	0.01	-0.01		0.01	-0.01
