1.44	0.0100	0.0000		0.2300	-0.1920
1.45	-0.0600	0.0000		0.2480	-0.1100
1.46	0.0810	0.0000		0.1810	0.1980
1.47	-0.0390	0.0000		-0.0250	-0.0080
1.48	-0.0780	0.0000		0.1010	-0.0410
1.49	0.0930	0.0000		-0.1330	-0.1260
1.50	-0.0630	0.0000		0.1420	0.0840
1.51	0.1620	0.0000		0.0660	0.1840
1.52	0.2190	0.0000		0.1090	0.1460
1.53	0.0440	0.0000		0.0340	-0.0670
1.54	0.1500	0.0000		-0.0600	0.1900
1.55	0.1020	0.0000		-0.0360	0.0620
1.56	0.0250	0.0000		-0.2290	0.0430
1.57	0.0830	0.0000		0.1830	-0.1300
1.58	0.1020	0.0000		0.0530	0.0570
1.59	-0.0700	0.0000		0.1950	-0.2280
1.60	0.0450	0.0000		0.0790	0.1170
1.61	0.1010	0.0000		-0.0810	0.2400
1.62	0.0530	0.0000		-0.0150	-0.1050
1.63	-0.0190	0.0000		0.0620	0.1120
1.64	0.0300	0.0000		-0.0680	0.2300
1.65	0.0130	0.0000		0.0270	-0.0150
1.66	0.0780	0.0000		-0.0040	-0.0100
1.67	0.1040	0.0000		0.0870	0.2670
1.68	-0.0860	0.0000		-0.0960	0.2050
1.69	0.0420	-0.1920		0.1210	-0.0070
1.70	0.0620	-0.1100		0.1450	0.0170
1.71	0.0420	0.1980		0.2370	0.0020
1.72	0.1190	-0.0080		0.1790	0.0610
1.73	0.0450	-0.0410		-0.1210	0.1220
1.74	0.0730	-0.1260		0.0810	-0.1180
1.75	-0.1000	0.0840		0.1490	0.1460
1.76	0.0390	0.1840		-0.0010	-0.0260
1.77	0.0760	0.1460		-0.0430	-0.1290
1.78	0.1290	-0.0670		0.0610	0.2340
1.79	-0.0200	0.1900		-0.0350	0.2610
1.80	0.0630	0.0620		0.1410	0.2110
1.81	0.0020	0.0430		0.0220	0.1330
1.82	0.0650	-0.1300		0.0460	0.0110
1.83	0.0430	0.0570		0.0260	-0.0640
1.84	0.0100	-0.2280		0.0870	0.0650
1.85	0.0490	0.1170		0.1210	-0.0230
1.86	0.0230	0.2400		0.0820	0.0450
1.87	0.0210	-0.1050		-0.0830	-0.1490
1.88	0.0100	0.1120		0.0900	0.0370
1.89	0.0340	0.2300		0.0630	-0.0760
1.90	-0.0040	-0.0150		0.0330	-0.0550
1.91	0.0190	-0.0100		-0.0270	-0.0680
1.92	0.0460	0.2670		-0.0160	0.0500
