Wavelength_microns Throughput
0.5505499877929687 3.890446482770307e-09
0.5515499877929687 4.510661648167871e-09
0.5525499877929687 5.367722481420357e-09
0.5535499877929687 2.542817341651512e-09
0.5545499877929687 4.9516027906806046e-09
0.5555499877929687 8.318797407745056e-09
0.5565499877929687 8.098426882910913e-09
0.5575499877929687 9.39457102220458e-09
0.5585499877929687 4.880822056604892e-09
0.5595499877929687 1.97911288900729e-09
0.5605499877929687 3.373810651038275e-09
0.5615499877929687 6.968169209869838e-09
0.5625499877929687 4.389448069553662e-09
0.5635499877929687 6.750799891272106e-09
0.5645499877929687 2.8230131906930807e-09
0.5655499877929687 5.6056511456570995e-09
0.5665499877929687 1.0589168163110064e-08
0.5675499877929687 3.766632574531378e-09
0.5685499877929687 6.257067606477889e-09
0.5695499877929687 2.738293966618567e-09
0.5705499877929687 3.965250370737011e-09
0.5715499877929687 1.067954741925137e-08
0.5725499877929687 1.4213006485250617e-08
0.5735499877929687 2.198756459915614e-08
0.5745499877929687 1.352960047468924e-08
0.5755499877929687 5.324320986448754e-09
0.5765499877929687 1.2966614492602242e-08
0.5775499877929687 6.341819158100901e-09
0.5785499877929687 2.4558848798460586e-09
0.5795499877929687 8.330507820142404e-09
0.5805499877929687 9.798238348064259e-09
0.5815499877929687 5.210288705782584e-09
0.5825499877929687 2.431245119852962e-08
0.5835499877929687 1.989986507398397e-08
0.5845499877929687 1.1564032548281036e-08
0.5855499877929687 1.5293132139613333e-08
0.5865499877929687 2.9655750740416666e-08
0.5875499877929687 2.3754712141197726e-08
0.5885499877929687 4.228318911352484e-08
0.5895499877929687 1.2843417001439799e-08
0.5905499877929687 1.2391939937284887e-08
0.5915499877929687 6.327755517179396e-08
0.5925499877929687 2.1656035698807208e-08
0.5935499877929687 3.6698089859979244e-08
0.5945499877929687 9.43520445940564e-09
0.5955499877929687 4.135969092093237e-08
0.5965499877929688 3.0379543008869747e-08
0.5975499877929688 1.4169659093544528e-08
0.5985499877929688 4.091554442033206e-08
0.5995499877929688 5.2412396173218e-08
0.6005499877929688 4.2812600760581634e-08
0.6015499877929688 4.004620925118944e-08
0.6025499877929688 5.202629544631637e-08
0.6035499877929688 5.144075750723583e-08
0.6045499877929688 2.3807953815537948e-08
0.6055499877929688 2.678985685107361e-08
0.6065499877929688 1.4316014665355344e-08
0.6075499877929688 6.28584646631306e-08
0.6085499877929688 1.3352597135145795e-08
0.6095499877929688 4.687319803564666e-08
0.6105499877929688 4.064835597981701e-08
0.6115499877929688 9.05238744984712e-08
0.6125499877929688 4.748710613444075e-08
0.6135499877929688 3.526775187278558e-08
0.6145499877929688 4.444412991918666e-08
0.6155499877929688 7.361364369015474e-09
0.6165499877929688 7.121207864366439e-09
0.6175499877929688 1.543221486323016e-08
0.6185499877929688 4.918673452346803e-08
0.6195499877929688 7.251572133312398e-08
0.6205499877929688 2.0350037164226575e-08
0.6215499877929688 3.926586723112377e-08
0.6225499877929688 2.0582016019834884e-09
0.6235499877929688 1.5703324562082374e-08
0.6245499877929688 5.3276509210424934e-08
0.6255499877929688 2.4993988064901628e-08
0.6265499877929688 4.0544342475843865e-08
0.6275499877929688 2.6883540037260013e-08
0.6285499877929688 4.673671937405845e-08
0.6295499877929688 6.867438405212269e-08
0.6305499877929688 5.7274157092558924e-08
0.6315499877929688 7.101383940658304e-08
0.6325499877929688 9.009012925005789e-08
0.6335499877929688 7.583827949574909e-08
0.6345499877929688 2.7317959718222563e-08
0.6355499877929688 2.319716705492961e-08
0.6365499877929688 7.474546407932405e-08
0.6375499877929688 8.685919423469422e-08
0.6385499877929688 7.430103509358055e-08
0.6395499877929688 6.078965132812932e-08
0.6405499877929688 7.430720024711263e-08
0.6415499877929688 5.546627183071349e-08
0.6425499877929688 7.719565162991248e-08
0.6435499877929688 2.3784627544727144e-08
0.6445499877929688 3.954124817181478e-08
0.6455499877929688 5.7978947625080145e-08
0.6465499877929688 7.544957278212622e-08
0.6475499877929688 1.243041829266293e-07
0.6485499877929688 1.0902848715536122e-07
0.6495499877929688 1.0014960809957673e-07
0.6505499877929688 8.466447367520717e-08
0.6515499877929688 8.770401982605588e-08
0.6525499877929688 8.521317091678312e-08
0.6535499877929688 9.572254043220118e-08
0.6545499877929688 8.846116307937811e-08
0.6555499877929688 1.0318324674512707e-07
0.6565499877929688 8.922092077469875e-08
0.6575499877929688 9.319862011528478e-08
0.6585499877929688 1.0615146682051608e-07
0.6595499877929687 1.1045088940812363e-07
0.6605499877929687 1.2712080832315245e-07
0.6615499877929687 9.41091182572513e-08
0.6625499877929687 9.947507403005515e-08
0.6635499877929687 1.0933389672511603e-07
0.6645499877929687 1.2834324779454594e-07
0.6655499877929687 1.300171478184931e-07
0.6665499877929687 1.5950059162689085e-07
0.6675499877929687 1.5283391462751272e-07
0.6685499877929687 1.1755294900380116e-07
0.6695499877929687 1.506445225054012e-07
0.6705499877929687 1.4860839184343302e-07
0.6715499877929687 1.778825391781168e-07
0.6725499877929687 1.735091908843065e-07
0.6735499877929687 1.810923642344537e-07
0.6745499877929687 1.8587847151763775e-07
0.6755499877929687 1.5028224691995207e-07
0.6765499877929687 1.666862908382328e-07
0.6775499877929687 1.397473054205439e-07
0.6785499877929687 1.9560705144853858e-07
0.6795499877929687 2.2514691901844011e-07
0.6805499877929687 1.3954163433160508e-07
0.6815499877929687 1.772112712546708e-07
0.6825499877929687 1.9754408991446063e-07
0.6835499877929687 2.592231897954112e-07
0.6845499877929687 2.5059658685041715e-07
0.6855499877929687 2.663938215754223e-07
0.6865499877929687 2.525474184191713e-07
0.6875499877929687 3.50235803144408e-07
0.6885499877929687 2.7326071762989203e-07
0.6895499877929687 2.789686380266463e-07
0.6905499877929687 2.7257421001713943e-07
0.6915499877929687 2.7921686395211626e-07
0.6925499877929687 2.8862098283136915e-07
0.6935499877929687 3.004692647642004e-07
0.6945499877929687 3.3251920530845254e-07
0.6955499877929687 2.963364187355698e-07
0.6965499877929687 3.0373377481084427e-07
0.6975499877929687 2.916922882943785e-07
0.6985499877929687 2.774495685800145e-07
0.6995499877929687 3.030146025327704e-07
0.7005499877929687 3.6235580777351785e-07
0.7015499877929687 3.3955237501507145e-07
0.7025499877929687 3.264751155744538e-07
0.7035499877929687 3.105478185185043e-07
0.7045499877929687 3.095159957264243e-07
0.7055499877929687 2.5574180224128026e-07
0.7065499877929687 3.1251346710940083e-07
0.7075499877929687 2.7570686971593056e-07
0.7085499877929687 3.133547823452668e-07
0.7095499877929687 3.703062320476839e-07
0.7105499877929687 3.199812331627207e-07
0.7115499877929687 3.573972844999279e-07
0.7125499877929687 3.8455162094319425e-07
0.7135499877929687 3.9649858161410013e-07
0.7145499877929687 4.2182254415163273e-07
0.7155499877929687 4.3620542025655005e-07
0.7165499877929687 3.9457963188407027e-07
0.7175499877929687 4.1867677507498564e-07
0.7185499877929687 4.0761596144674323e-07
0.7195499877929687 4.50436803417652e-07
0.7205499877929687 3.561456855851565e-07
0.7215499877929688 4.067427061737057e-07
0.7225499877929688 4.4493632967810105e-07
0.7235499877929688 4.5468122378302175e-07
0.7245499877929688 4.7134654957642866e-07
0.7255499877929688 4.798155534819798e-07
0.7265499877929688 4.514813328151145e-07
0.7275499877929688 4.638375183389826e-07
0.7285499877929688 3.859874397869112e-07
0.7295499877929688 4.2770248992104396e-07
0.7305499877929688 4.167175553618231e-07
0.7315499877929688 3.768524469610392e-07
0.7325499877929688 4.1577979143119347e-07
0.7335499877929688 3.6977878741372913e-07
0.7345499877929688 3.894371932176199e-07
0.7355499877929688 4.0440425056149275e-07
0.7365499877929688 3.7688893565849573e-07
0.7375499877929688 4.19824374858343e-07
0.7385499877929688 3.851069794285873e-07
0.7395499877929688 4.2917956638621854e-07
0.7405499877929688 4.381025193718512e-07
0.7415499877929688 4.505206822689715e-07
0.7425499877929688 4.076988462151051e-07
0.7435499877929688 4.6863881720875396e-07
0.7445499877929688 4.696271255531285e-07
0.7455499877929688 4.826893882267096e-07
0.7465499877929688 4.350578135792142e-07
0.7475499877929688 4.928994603688038e-07
0.7485499877929688 4.7154394752342816e-07
0.7495499877929688 5.424137387237523e-07
