microns	transmission
4.761	0.956437844
4.762	0.956425159
4.763	0.956381335
4.764	0.956340218
4.765	0.956301797
4.766	0.956266054
4.767	0.956232973
4.768	0.956202537
4.769	0.956174726
4.77	0.956149523
4.771	0.956126904
4.772	0.95610685
4.773	0.956089338
4.774	0.956074343
4.775	0.956061842
4.776	0.95605181
4.777	0.956044219
4.778	0.956039043
4.779	0.956036253
4.78	0.956035821
4.781	0.956037718
4.782	0.956041911
4.783	0.956048371
4.784	0.956057065
4.785	0.956067959
4.786	0.956081021
4.787	0.956096216
4.788	0.956113508
4.789	0.956132862
4.79	0.956154242
4.791	0.956177609
4.792	0.956202927
4.793	0.956230156
4.794	0.956259259
4.795	0.956290194
4.796	0.956322922
4.797	0.956357403
4.798	0.956393594
4.799	0.956431454
4.8	0.956470941
4.801	0.956512002
4.802	0.956554603
4.803	0.9565987
4.804	0.956644249
4.805	0.956691207
4.806	0.956739527
4.807	0.956789166
4.808	0.956840077
4.809	0.956892215
4.81	0.956945533
4.811	0.956999986
4.812	0.957055527
4.813	0.95711211
4.814	0.957169686
4.815	0.95722821
4.816	0.957287633
4.817	0.957347909
4.818	0.957408989
4.819	0.957470827
4.82	0.957533374
4.821	0.957596582
4.822	0.957660404
4.823	0.957724792
4.824	0.957789699
4.825	0.957855075
4.826	0.957920874
4.827	0.957987047
4.828	0.958053547
4.829	0.958120327
4.83	0.958187339
4.831	0.958254536
4.832	0.958321871
4.833	0.958389296
4.834	0.958456765
4.835	0.958524232
4.836	0.95859165
4.837	0.958658974
4.838	0.958726157
4.839	0.958793153
4.84	0.958859919
4.841	0.958926409
4.842	0.958992578
4.843	0.959058383
4.844	0.959123779
4.845	0.959188724
4.846	0.959253175
4.847	0.959317088
4.848	0.959380423
4.849	0.959443136
4.85	0.959505189
4.851	0.959566538
4.852	0.959627146
4.853	0.959686972
4.854	0.959745976
4.855	0.959804121
4.856	0.959861369
4.857	0.959917683
4.858	0.959973025
4.859	0.96002736
4.86	0.960080652
4.861	0.960132866
4.862	0.960183968
4.863	0.960233925
4.864	0.960282703
4.865	0.960330271
4.866	0.960376597
4.867	0.960421651
4.868	0.960465401
4.869	0.96050782
4.87	0.960548877
4.871	0.960588546
4.872	0.9606268
4.873	0.960663611
4.874	0.960698955
4.875	0.960732806
4.876	0.960765141
4.877	0.960795936
4.878	0.960825169
4.879	0.960554137
4.88	0.960281602
4.881	0.960007545
4.882	0.959731952
4.883	0.959454805
4.884	0.959176091
4.885	0.958895795
4.886	0.958613905
4.887	0.958330407
4.888	0.958045291
4.889	0.957758546
4.89	0.957470162
4.891	0.95718013
4.892	0.956888443
4.893	0.956595094
4.894	0.956300075
4.895	0.956003382
4.896	0.955705009
4.897	0.955404954
4.898	0.955103212
4.899	0.954799781
4.9	0.954494661
4.901	0.954188128
4.902	0.953879889
4.903	0.953569945
4.904	0.953258299
4.905	0.952944952
4.906	0.952629908
4.907	0.95231317
4.908	0.951994744
4.909	0.951674634
4.91	0.951352847
4.911	0.95102939
4.912	0.95070427
4.913	0.950377496
4.914	0.950049076
4.915	0.94971902
4.916	0.949387339
4.917	0.949054043
4.918	0.948719144
4.919	0.948382654
4.92	0.948044586
4.921	0.947704953
4.922	0.94736377
4.923	0.94702105
4.924	0.946676808
4.925	0.946331061
4.926	0.945983824
4.927	0.945635114
4.928	0.945284948
4.929	0.944933343
4.93	0.944580317
4.931	0.944225889
4.932	0.943870077
4.933	0.943512901
4.934	0.94315438
4.935	0.942794533
4.936	0.942433382
4.937	0.942070947
4.938	0.941707247
4.939	0.941342306
4.94	0.940976143
4.941	0.940608781
4.942	0.940240241
4.943	0.939870546
4.944	0.939499717
4.945	0.939127778
4.946	0.938754749
4.947	0.938380655
4.948	0.938005519
4.949	0.937629361
4.95	0.937252207
4.951	0.936874079
4.952	0.936495
4.953	0.936114992
4.954	0.93573408
4.955	0.935352285
4.956	0.934969632
4.957	0.934586142
4.958	0.93420184
4.959	0.933816747
4.96	0.933430887
4.961	0.933044281
4.962	0.932656953
4.963	0.932268924
4.964	0.931880217
4.965	0.931490853
4.966	0.931100854
4.967	0.930710242
4.968	0.930319037
4.969	0.929927262
4.97	0.929534935
4.971	0.929142078
4.972	0.92874871
4.973	0.928354852
4.974	0.927960523
4.975	0.927565741
4.976	0.927170526
4.977	0.926774896
4.978	0.926378868
4.979	0.92598246
4.98	0.925585689
4.981	0.925188572
4.982	0.924791125
4.983	0.924393364
4.984	0.923995303
4.985	0.923596958
4.986	0.923198343
4.987	0.922799472
4.988	0.922400358
4.989	0.922001014
4.99	0.921601452
4.991	0.921201684
4.992	0.92080172
4.993	0.920401573
4.994	0.92000125
4.995	0.919600763
4.996	0.91920012
4.997	0.918799329
4.998	0.918398398
4.999	0.917997334
5	0.917596144
5.001	0.917309704
5.002	0.917022939
5.003	0.916735854
5.004	0.916448453
5.005	0.916160738
5.006	0.915872713
5.007	0.91558438
5.008	0.915295738
5.009	0.915006789
5.01	0.914717533
5.011	0.914427967
5.012	0.914138092
5.013	0.913847904
5.014	0.9135574
5.015	0.913266576
5.016	0.912975427
5.017	0.912683949
5.018	0.912392136
5.019	0.91209998
5.02	0.911807474
5.021	0.911514611
5.022	0.911221381
5.023	0.910927775
5.024	0.910633782
5.025	0.910339392
5.026	0.910044593
5.027	0.909749373
5.028	0.909453718
5.029	0.909157616
5.03	0.908861052
5.031	0.90856401
5.032	0.908266476
5.033	0.907968433
5.034	0.907669863
5.035	0.907370751
5.036	0.907071076
5.037	0.906770821
5.038	0.906469966
5.039	0.906168491
5.04	0.905866375
5.041	0.905563597
5.042	0.905260136
5.043	0.90495597
5.044	0.904651074
5.045	0.904345426
5.046	0.904039002
5.047	0.903731778
5.048	0.903423728
5.049	0.903114827
5.05	0.902805049
5.051	0.902494368
5.052	0.902182757
5.053	0.901870188
5.054	0.901556633
5.055	0.901242066
5.056	0.900926456
5.057	0.900609776
5.058	0.900291995
5.059	0.899973084
5.06	0.899653013
5.061	0.899331753
5.062	0.899009271
5.063	0.898685537
5.064	0.898571189
5.065	0.898455405
5.066	0.898338151
5.067	0.898219394
5.068	0.898099101
5.069	0.897977238
5.07	0.897853771
5.071	0.897728665
5.072	0.897601887
5.073	0.897473401
5.074	0.897343173
5.075	0.897211167
5.076	0.897077348
5.077	0.896941681
5.078	0.89680413
5.079	0.89666466
5.08	0.896523235
5.081	0.896379819
5.082	0.896234376
5.083	0.896086871
5.084	0.895937267
5.085	0.895785528
5.086	0.895631619
5.087	0.895475504
5.088	0.895317146
5.089	0.895156511
5.09	0.894993562
5.091	0.894828264
5.092	0.894660581
5.093	0.894490478
5.094	0.894317919
5.095	0.89414287
5.096	0.893965297
5.097	0.893785163
5.098	0.893602435
5.099	0.893417079
5.1	0.893229061
5.101	0.893038421
5.102	0.892845056
5.103	0.892648935
5.104	0.892450023
5.105	0.89224829
5.106	0.892043703
5.107	0.891836231
5.108	0.891625843
5.109	0.891412508
5.11	0.891196197
5.111	0.890976879
5.112	0.890754525
5.113	0.890529107
5.114	0.890300596
5.115	0.890068965
5.116	0.889834187
5.117	0.889596235
5.118	0.889355083
5.119	0.889110705
5.12	0.888863076
5.121	0.888612174
5.122	0.888357973
5.123	0.888100451
5.124	0.887839586
5.125	0.887575356
5.126	0.88730774
5.127	0.887036718
5.128	0.886762271
5.129	0.886484379
5.13	0.886203026
5.131	0.885918193
5.132	0.885629865
5.133	0.885338025
5.134	0.885042659
5.135	0.884743754
5.136	0.884441295
5.137	0.88413527
5.138	0.883825668
5.139	0.883512479
5.14	0.883195692
5.141	0.8828753
5.142	0.882551293
5.143	0.882223665
5.144	0.88189241
5.145	0.881557523
5.146	0.881218999
5.147	0.880876835
5.148	0.880531029
5.149	0.880181579
5.15	0.879828486
5.151	0.879471749
5.152	0.87911137
5.153	0.878747353
5.154	0.878379699
5.155	0.878008415
5.156	0.877633504
5.157	0.877254975
5.158	0.876872835
5.159	0.876487092
5.16	0.876097756
5.161	0.875704837
5.162	0.875308348
5.163	0.874908301
5.164	0.87450471
5.165	0.874097589
5.166	0.873686955
5.167	0.873272824
5.168	0.872855214
5.169	0.872434145
5.17	0.872009636
5.171	0.871581708
5.172	0.871150383
5.173	0.870715684
5.174	0.870277636
5.175	0.869836264
5.176	0.869391593
5.177	0.86894365
5.178	0.868492465
5.179	0.868038066
5.18	0.867580483
5.181	0.867119747
5.182	0.866655891
5.183	0.866188947
5.184	0.86571895
5.185	0.865245935
5.186	0.864769937
5.187	0.864290994
5.188	0.863809143
5.189	0.863324423
5.19	0.862836873
5.191	0.862346535
5.192	0.86185345
5.193	0.86135766
5.194	0.860859208
5.195	0.860358139
5.196	0.859854496
5.197	0.859348326
5.198	0.858839676
5.199	0.858328593
5.2	0.857815124
5.201	0.857299349
5.202	0.856781289
5.203	0.856260992
5.204	0.855738509
5.205	0.855213894
5.206	0.854687197
5.207	0.854158473
5.208	0.853627775
5.209	0.853095156
5.21	0.852560673
5.211	0.852024381
5.212	0.851486335
5.213	0.850946593
5.214	0.850405212
5.215	0.849862249
5.216	0.849317764
5.217	0.848771813
5.218	0.848224458
5.219	0.847675757
5.22	0.84712577
5.221	0.846574558
5.222	0.846022182
5.223	0.845468703
5.224	0.844914183
5.225	0.844358682
5.226	0.843802264
5.227	0.843244991
5.228	0.842686925
5.229	0.842128129
5.23	0.841568667
5.231	0.841008602
5.232	0.840447997
5.233	0.839886915
5.234	0.839325421
5.235	0.838763579
5.236	0.838201451
5.237	0.837639103
5.238	0.837076597
5.239	0.836513999
5.24	0.835951372
5.241	0.83538878
5.242	0.834826287
5.243	0.834263956
5.244	0.833701853
5.245	0.833140039
5.246	0.83257858
5.247	0.832017537
5.248	0.831456975
5.249	0.830896957
5.25	0.830337544
