microns	transmission
3.362	0.954792593
3.363	0.955059507
3.364	0.955321669
3.365	0.955578909
3.366	0.95583107
3.367	0.956078006
3.368	0.956319583
3.369	0.956555676
3.37	0.956786175
3.371	0.957010978
3.372	0.957229998
3.373	0.957443157
3.374	0.957650392
3.375	0.957851648
3.376	0.958046885
3.377	0.958236074
3.378	0.958419196
3.379	0.958596247
3.38	0.95876723
3.381	0.958932164
3.382	0.959091077
3.383	0.959244006
3.384	0.959391002
3.385	0.959532126
3.386	0.959667447
3.387	0.959797046
3.388	0.959921013
3.389	0.960039447
3.39	0.960152458
3.391	0.960260162
3.392	0.960362684
3.393	0.960460159
3.394	0.960552725
3.395	0.960640532
3.396	0.960723734
3.397	0.960802491
3.398	0.960876971
3.399	0.960947344
3.4	0.961013789
3.401	0.96107652
3.402	0.961135695
3.403	0.961191501
3.404	0.96124413
3.405	0.961293775
3.406	0.961340633
3.407	0.961384901
3.408	0.961426778
3.409	0.961466464
3.41	0.961504159
3.411	0.961540062
3.412	0.961574372
3.413	0.961607289
3.414	0.961639009
3.415	0.961669727
3.416	0.961699637
3.417	0.961728928
3.418	0.961757789
3.419	0.961786403
3.42	0.961814952
3.421	0.961843611
3.422	0.961872554
3.423	0.961901948
3.424	0.961931956
3.425	0.961962736
3.426	0.96199444
3.427	0.962027216
3.428	0.962061203
3.429	0.962096538
3.43	0.962133348
3.431	0.962171755
3.432	0.962211875
3.433	0.962253816
3.434	0.962297681
3.435	0.962343563
3.436	0.96239155
3.437	0.962441722
3.438	0.962494153
3.439	0.962548907
3.44	0.962606043
3.441	0.962665611
3.442	0.962727655
3.443	0.962792209
3.444	0.962859303
3.445	0.962928956
3.446	0.963001182
3.447	0.963075988
3.448	0.963153371
3.449	0.963233323
3.45	0.963315828
3.451	0.963400863
3.452	0.9634884
3.453	0.9635784
3.454	0.963670822
3.455	0.963765616
3.456	0.963862725
3.457	0.963962088
3.458	0.964063636
3.459	0.964167295
3.46	0.964272987
3.461	0.964380625
3.462	0.96449012
3.463	0.964601377
3.464	0.964714297
3.465	0.964828773
3.466	0.964944699
3.467	0.965061962
3.468	0.965180445
3.469	0.965300028
3.47	0.96542059
3.471	0.965542003
3.472	0.96566414
3.473	0.965786869
3.474	0.965910058
3.475	0.966033572
3.476	0.966157276
3.477	0.966281031
3.478	0.9664047
3.479	0.966528143
3.48	0.966651222
3.481	0.966773797
3.482	0.966895731
3.483	0.967016884
3.484	0.967137119
3.485	0.9672563
3.486	0.967374293
3.487	0.967490964
3.488	0.967606183
3.489	0.967719822
3.49	0.967831753
3.491	0.967941854
3.492	0.968050005
3.493	0.968156089
3.494	0.968259993
3.495	0.968361607
3.496	0.968460826
3.497	0.968557549
3.498	0.968651679
3.499	0.968743124
3.5	0.968831797
3.501	0.968925183
3.502	0.969015608
3.503	0.969103001
3.504	0.969187295
3.505	0.969268428
3.506	0.969346344
3.507	0.969420995
3.508	0.969492176
3.509	0.969559928
3.51	0.969624221
3.511	0.96968503
3.512	0.969742339
3.513	0.969796134
3.514	0.96984641
3.515	0.969893169
3.516	0.969936417
3.517	0.969976168
3.518	0.97001244
3.519	0.970045259
3.52	0.970074655
3.521	0.970100667
3.522	0.970123336
3.523	0.97014271
3.524	0.970158843
3.525	0.970171794
3.526	0.970181628
3.527	0.970188412
3.528	0.970192221
3.529	0.970193133
3.53	0.97019123
3.531	0.9701866
3.532	0.970179333
3.533	0.970169524
3.534	0.97015727
3.535	0.970142673
3.536	0.970125838
3.537	0.970106871
3.538	0.970085882
3.539	0.970062982
3.54	0.970038287
3.541	0.970011911
3.542	0.969983972
3.543	0.969954588
3.544	0.969923879
3.545	0.969891966
3.546	0.969858968
3.547	0.969825008
3.548	0.969790205
3.549	0.969754683
3.55	0.969718559
3.551	0.969681956
3.552	0.96964499
3.553	0.969607781
3.554	0.969570444
3.555	0.969533093
3.556	0.969495843
3.557	0.969457276
3.558	0.969418013
3.559	0.969379178
3.56	0.969340875
3.561	0.969303205
3.562	0.969266266
3.563	0.969230155
3.564	0.969194961
3.565	0.969160776
3.566	0.969127682
3.567	0.969095764
3.568	0.969065098
3.569	0.969035758
3.57	0.969007816
3.571	0.968981338
3.572	0.968956387
3.573	0.96893302
3.574	0.968911293
3.575	0.968891255
3.576	0.968872953
3.577	0.968856429
3.578	0.968841719
3.579	0.968828858
3.58	0.968817875
3.581	0.968808793
3.582	0.968801635
3.583	0.968796415
3.584	0.968793148
3.585	0.968791839
3.586	0.968792495
3.587	0.968795113
3.588	0.968799692
3.589	0.968806221
3.59	0.96881469
3.591	0.968825084
3.592	0.968837382
3.593	0.968851561
3.594	0.968867596
3.595	0.968885457
3.596	0.96890511
3.597	0.968926519
3.598	0.968949645
3.599	0.968974446
3.6	0.969000875
3.601	0.969028823
3.602	0.969058301
3.603	0.969089256
3.604	0.969121632
3.605	0.969155373
3.606	0.969190418
3.607	0.969226707
3.608	0.969264176
3.609	0.96930276
3.61	0.969342393
3.611	0.969383007
3.612	0.969424533
3.613	0.969466902
3.614	0.969510043
3.615	0.969553883
3.616	0.969598351
3.617	0.969643374
3.618	0.969688879
3.619	0.969734793
3.62	0.969781042
3.621	0.969827554
3.622	0.969874255
3.623	0.969921072
3.624	0.969967935
3.625	0.970014771
3.626	0.97006151
3.627	0.970108083
3.628	0.97015442
3.629	0.970200455
3.63	0.97024612
3.631	0.970291353
3.632	0.970336088
3.633	0.970380265
3.634	0.970423825
3.635	0.970466708
3.636	0.970508859
3.637	0.970550224
3.638	0.970590751
3.639	0.97063039
3.64	0.970669095
3.641	0.970706819
3.642	0.970743522
3.643	0.970779161
3.644	0.9708137
3.645	0.970847105
3.646	0.970879342
3.647	0.970910383
3.648	0.9709402
3.649	0.97096877
3.65	0.970996071
3.651	0.971022086
3.652	0.971046798
3.653	0.971070195
3.654	0.971092267
3.655	0.971113007
3.656	0.971132411
3.657	0.971150478
3.658	0.971167209
3.659	0.97118261
3.66	0.971196686
3.661	0.971209447
3.662	0.971220907
3.663	0.97123108
3.664	0.971239985
3.665	0.971247641
3.666	0.971254071
3.667	0.9712593
3.668	0.971263356
3.669	0.971266269
3.67	0.971268071
3.671	0.971268795
3.672	0.971268478
3.673	0.971267159
3.674	0.971264876
3.675	0.971261671
3.676	0.971257588
3.677	0.971252672
3.678	0.971246969
3.679	0.971240526
3.68	0.971233393
3.681	0.971225618
3.682	0.971217255
3.683	0.971208353
3.684	0.971198966
3.685	0.971189147
3.686	0.97117895
3.687	0.971168429
3.688	0.971157639
3.689	0.971146634
3.69	0.97113547
3.691	0.971124202
3.692	0.971112883
3.693	0.971101568
3.694	0.971090313
3.695	0.971079169
3.696	0.97106819
3.697	0.971057428
3.698	0.971046935
3.699	0.971036761
3.7	0.971026956
3.701	0.971017564
3.702	0.971008635
3.703	0.971000215
3.704	0.97099235
3.705	0.970985081
3.706	0.970978451
3.707	0.970972412
3.708	0.970966888
3.709	0.970962117
3.71	0.970958132
3.711	0.970954965
3.712	0.970952647
3.713	0.970951206
3.714	0.970950668
3.715	0.970951057
3.716	0.970952395
3.717	0.970954701
3.718	0.970957992
3.719	0.970962284
3.72	0.970967588
3.721	0.970973915
3.722	0.970981272
3.723	0.970989665
3.724	0.970999095
3.725	0.971009565
3.726	0.97102107
3.727	0.971033607
3.728	0.971047169
3.729	0.971061745
3.73	0.971077324
3.731	0.971093891
3.732	0.97111143
3.733	0.971129921
3.734	0.971149342
3.735	0.971169669
3.736	0.971190876
3.737	0.971212935
3.738	0.971235814
3.739	0.97125948
3.74	0.971283898
3.741	0.971309031
3.742	0.97133484
3.743	0.971361282
3.744	0.971388315
3.745	0.971415894
3.746	0.971443972
3.747	0.971472499
3.748	0.971501425
3.749	0.971530699
3.75	0.971560267
3.751	0.971590074
3.752	0.971620064
3.753	0.971650178
3.754	0.971680359
3.755	0.971710545
3.756	0.971740677
3.757	0.971770692
3.758	0.971800527
3.759	0.971830118
3.76	0.971859402
3.761	0.971888313
3.762	0.971916787
3.763	0.971944756
3.764	0.971972156
3.765	0.97199892
3.766	0.972024981
3.767	0.972050272
3.768	0.972074729
3.769	0.972098283
3.77	0.97212087
3.771	0.972142424
3.772	0.972162879
3.773	0.972182171
3.774	0.972200236
3.775	0.972217188
3.776	0.972232787
3.777	0.972246972
3.778	0.972259683
3.779	0.972270861
3.78	0.972280447
3.781	0.972288384
3.782	0.972294618
3.783	0.972299093
3.784	0.972301759
3.785	0.972302564
3.786	0.972301459
3.787	0.972298396
3.788	0.972293332
3.789	0.972286221
3.79	0.972277022
3.791	0.972265697
3.792	0.972252207
3.793	0.972236519
3.794	0.972218598
3.795	0.972198414
3.796	0.97217594
3.797	0.97215115
3.798	0.97212402
3.799	0.972094529
3.8	0.97206266
3.801	0.972028389
3.802	0.971991713
3.803	0.971952621
3.804	0.971911106
3.805	0.971867162
3.806	0.971820786
3.807	0.971771981
3.808	0.971720748
3.809	0.971667093
3.81	0.971611025
3.811	0.971552556
3.812	0.971491698
3.813	0.97142847
3.814	0.97136289
3.815	0.97129498
3.816	0.971224766
3.817	0.971152274
3.818	0.971077535
3.819	0.971000581
3.82	0.970921447
3.821	0.970840171
3.822	0.970756793
3.823	0.970671356
3.824	0.970583904
3.825	0.970494484
3.826	0.970403146
3.827	0.970309941
3.828	0.970214923
3.829	0.970118148
3.83	0.970019674
3.831	0.969919559
3.832	0.969817866
3.833	0.969714658
3.834	0.969609999
3.835	0.969503956
3.836	0.969396598
3.837	0.969287993
3.838	0.969178212
3.839	0.969067328
3.84	0.968955413
3.841	0.968842542
3.842	0.96872879
3.843	0.968614233
3.844	0.968498949
3.845	0.968383014
3.846	0.968266506
3.847	0.968151963
3.848	0.968037003
3.849	0.967921705
3.85	0.96780615
3.851	0.967690415
3.852	0.967574583
3.853	0.967458731
3.854	0.96734294
3.855	0.967227288
3.856	0.967111855
3.857	0.966996718
3.858	0.966881956
3.859	0.966767646
3.86	0.966653864
3.861	0.966540685
3.862	0.966428184
3.863	0.966316436
3.864	0.966205512
3.865	0.966095484
3.866	0.965986422
3.867	0.965878395
3.868	0.965771471
3.869	0.965665716
3.87	0.965561193
3.871	0.965457968
3.872	0.965356099
3.873	0.965255648
3.874	0.965156672
3.875	0.965059227
3.876	0.964963368
3.877	0.964869145
3.878	0.964776611
3.879	0.964685812
3.88	0.964596796
3.881	0.964509606
3.882	0.964424284
3.883	0.96434087
3.884	0.964259402
3.885	0.964179915
3.886	0.964102442
3.887	0.964027014
3.888	0.963953661
3.889	0.963882407
3.89	0.963813278
3.891	0.963746295
3.892	0.963681478
3.893	0.963618843
3.894	0.963558407
3.895	0.96350018
3.896	0.963444174
3.897	0.963390397
3.898	0.963338855
3.899	0.96328955
3.9	0.963242484
3.901	0.963197644
3.902	0.963155036
3.903	0.963114657
3.904	0.963076498
3.905	0.963040551
3.906	0.963006803
3.907	0.962975242
3.908	0.962945851
3.909	0.962918613
3.91	0.962893509
3.911	0.962870518
3.912	0.962849616
3.913	0.962830779
3.914	0.962813979
3.915	0.962799189
3.916	0.96278638
3.917	0.962775519
3.918	0.962766573
3.919	0.962759509
3.92	0.96275429
3.921	0.962750879
3.922	0.962749239
3.923	0.962748669
3.924	0.962749789
3.925	0.962752558
3.926	0.962756933
3.927	0.962762868
3.928	0.962770322
3.929	0.962779246
3.93	0.962789596
3.931	0.962801325
3.932	0.962814384
3.933	0.962828726
3.934	0.962844303
3.935	0.962861065
3.936	0.962878963
3.937	0.962897947
3.938	0.962917969
3.939	0.962938976
3.94	0.962960921
3.941	0.962983753
3.942	0.963007421
3.943	0.963031876
3.944	0.963057069
3.945	0.96308295
3.946	0.963109469
3.947	0.963136579
3.948	0.963164232
3.949	0.963192378
3.95	0.963220972
3.951	0.963249967
3.952	0.963279318
3.953	0.963308978
3.954	0.963338904
3.955	0.963369053
3.956	0.963399381
3.957	0.963429849
3.958	0.963460414
3.959	0.963491038
3.96	0.963521683
3.961	0.963552311
3.962	0.963582886
3.963	0.963613373
3.964	0.96364374
3.965	0.963673954
3.966	0.963703985
3.967	0.963733803
3.968	0.96376338
3.969	0.963792689
3.97	0.963821707
3.971	0.963850408
3.972	0.963878773
3.973	0.963906779
3.974	0.963934408
3.975	0.963961644
3.976	0.96398847
3.977	0.964014873
3.978	0.964040841
3.979	0.964066362
3.98	0.964091427
3.981	0.964116031
3.982	0.964140166
3.983	0.964163828
3.984	0.964187016
3.985	0.964209729
3.986	0.964231967
3.987	0.964253734
3.988	0.964275033
3.989	0.96429587
3.99	0.964316254
3.991	0.964336192
3.992	0.964355696
3.993	0.964374777
3.994	0.96439345
3.995	0.96441173
3.996	0.964429633
3.997	0.964447177
3.998	0.964464382
3.999	0.964481269
4	0.96449786
4.001	0.964492649
4.002	0.96448723
4.003	0.964481629
4.004	0.964475875
4.005	0.964469995
4.006	0.96446402
4.007	0.96445798
4.008	0.964451907
4.009	0.964445835
4.01	0.964439796
4.011	0.964433827
4.012	0.964427961
4.013	0.964422235
4.014	0.964416687
4.015	0.964411354
4.016	0.964406274
4.017	0.964401487
4.018	0.96439703
4.019	0.964392945
4.02	0.96438927
4.021	0.964386048
4.022	0.964383317
4.023	0.96438112
4.024	0.964379497
4.025	0.964378489
4.026	0.964378138
4.027	0.964378484
4.028	0.964379569
4.029	0.964381434
4.03	0.964384119
4.031	0.964387664
4.032	0.964392111
4.033	0.964397498
4.034	0.964403865
4.035	0.964411251
4.036	0.964419694
4.037	0.964429232
4.038	0.964439902
4.039	0.964451741
4.04	0.964464784
4.041	0.964479066
4.042	0.964494621
4.043	0.964511482
4.044	0.964529682
4.045	0.964549253
4.046	0.964570223
4.047	0.964592623
4.048	0.96461648
4.049	0.964641822
4.05	0.964668674
4.051	0.964697062
4.052	0.964727008
4.053	0.964758535
4.054	0.964791663
4.055	0.964826413
4.056	0.964862801
4.057	0.964900845
4.058	0.96494056
4.059	0.96498196
4.06	0.965025058
4.061	0.965069864
4.062	0.965116389
4.063	0.965164638
4.064	0.965214621
4.065	0.96526634
4.066	0.9653198
4.067	0.965375001
4.068	0.965431946
4.069	0.965490631
4.07	0.965551054
4.071	0.965613211
4.072	0.965677095
4.073	0.965742699
4.074	0.965810013
4.075	0.965879026
4.076	0.965949726
4.077	0.966022099
4.078	0.966096129
4.079	0.966171799
4.08	0.966249091
4.081	0.966327984
4.082	0.966408456
4.083	0.96648798
4.084	0.966569035
4.085	0.966651596
4.086	0.966735634
4.087	0.966821121
4.088	0.966908026
4.089	0.966996317
4.09	0.967085961
4.091	0.967176924
4.092	0.967269169
4.093	0.967362659
4.094	0.967457357
4.095	0.967553223
4.096	0.967650215
4.097	0.967748292
4.098	0.967847411
4.099	0.967947528
4.1	0.968048598
4.101	0.968150562
4.102	0.968253384
4.103	0.968357016
4.104	0.968461411
4.105	0.968566518
4.106	0.968672287
4.107	0.968778666
4.108	0.968885604
4.109	0.968993049
4.11	0.969100946
4.111	0.969209243
4.112	0.969317884
4.113	0.969426815
4.114	0.969535982
4.115	0.969645327
4.116	0.969754795
4.117	0.96986433
4.118	0.969973876
4.119	0.970083374
4.12	0.97019277
4.121	0.970302004
4.122	0.970411022
4.123	0.970519764
4.124	0.970628175
4.125	0.970736197
4.126	0.970843773
4.127	0.970950848
4.128	0.971057363
4.129	0.971163264
4.13	0.971268494
4.131	0.971372997
4.132	0.97147672
4.133	0.971579607
4.134	0.971681604
4.135	0.971782658
4.136	0.971882717
4.137	0.971981727
4.138	0.972079637
4.139	0.972176397
4.14	0.972271956
4.141	0.972366266
4.142	0.972459279
4.143	0.972550947
4.144	0.972641223
4.145	0.972730063
4.146	0.972817422
4.147	0.972903258
4.148	0.972987527
4.149	0.973070189
4.15	0.973151205
4.151	0.973230536
4.152	0.973308145
4.153	0.973383996
4.154	0.973458054
4.155	0.973530286
4.156	0.973600661
4.157	0.973669147
4.158	0.973735717
4.159	0.973800343
4.16	0.973862998
4.161	0.973923658
4.162	0.973982301
4.163	0.974038905
4.164	0.97409345
4.165	0.974145918
4.166	0.974196293
4.167	0.97424456
4.168	0.974282673
4.169	0.974318656
4.17	0.974352498
4.171	0.974384193
4.172	0.974413732
4.173	0.974441112
4.174	0.974466329
4.175	0.974489381
4.176	0.974510269
4.177	0.974528995
4.178	0.974545561
4.179	0.974559974
4.18	0.97457224
4.181	0.974582368
4.182	0.974590367
4.183	0.974596249
4.184	0.974600028
4.185	0.974601719
4.186	0.974601337
4.187	0.974598902
4.188	0.974594432
4.189	0.97458795
4.19	0.974579476
4.191	0.974569036
4.192	0.974556655
4.193	0.974542359
4.194	0.974526178
4.195	0.97450814
4.196	0.974488277
4.197	0.974466621
4.198	0.974443205
4.199	0.974418065
4.2	0.974391235
4.201	0.974362755
4.202	0.974332662
4.203	0.974300995
4.204	0.974267795
4.205	0.974233101
4.206	0.974196957
4.207	0.974159406
4.208	0.974120491
4.209	0.974080256
4.21	0.974038748
4.211	0.973996013
4.212	0.973952096
4.213	0.973907046
4.214	0.973860911
4.215	0.973813738
4.216	0.973765578
4.217	0.973716479
4.218	0.973666491
4.219	0.973615664
4.22	0.973564049
4.221	0.973511696
4.222	0.973458656
4.223	0.973404979
4.224	0.973350718
4.225	0.973295922
4.226	0.973240644
4.227	0.973184933
4.228	0.973128842
4.229	0.973072419
4.23	0.973015717
4.231	0.972958785
4.232	0.972901673
4.233	0.972844432
4.234	0.972787109
4.235	0.972729754
4.236	0.972672415
4.237	0.972615141
4.238	0.972557978
4.239	0.972500973
4.24	0.972444172
4.241	0.972387621
4.242	0.972331364
4.243	0.972275445
4.244	0.972219908
4.245	0.972164794
4.246	0.972110145
4.247	0.972056001
4.248	0.972002403
4.249	0.971949389
4.25	0.971896996
4.251	0.971845262
4.252	0.971794222
4.253	0.971743911
4.254	0.971694362
4.255	0.971645607
4.256	0.971597679
4.257	0.971550607
4.258	0.97150442
4.259	0.971459146
4.26	0.971414811
4.261	0.971371441
4.262	0.97132906
4.263	0.971287691
4.264	0.971247355
4.265	0.971208073
4.266	0.971169864
4.267	0.971132745
4.268	0.971096733
4.269	0.971061843
4.27	0.971028089
4.271	0.970995484
4.272	0.970964039
4.273	0.970933763
4.274	0.970904665
4.275	0.970876752
4.276	0.970850031
4.277	0.970824506
4.278	0.970800181
4.279	0.970777056
4.28	0.970755135
4.281	0.970734414
4.282	0.970714894
4.283	0.970696571
4.284	0.97067944
4.285	0.970663497
4.286	0.970648734
4.287	0.970635143
4.288	0.970622716
4.289	0.970611442
4.29	0.970601309
4.291	0.970592306
4.292	0.970584418
4.293	0.97057763
4.294	0.970571928
4.295	0.970567293
4.296	0.970563709
4.297	0.970561155
4.298	0.970559612
4.299	0.97055906
4.3	0.970559476
4.301	0.970560829
4.302	0.970563104
4.303	0.970566276
4.304	0.970570319
4.305	0.970575209
4.306	0.970580918
4.307	0.970587418
4.308	0.970594683
4.309	0.970602681
4.31	0.970611385
4.311	0.970620764
4.312	0.970630788
4.313	0.970641424
4.314	0.970652642
4.315	0.970664409
4.316	0.970676693
4.317	0.970689461
4.318	0.970702678
4.319	0.970716312
4.32	0.970730329
4.321	0.970744693
4.322	0.970759371
4.323	0.970774328
4.324	0.970789528
4.325	0.970804937
4.326	0.970820519
4.327	0.970836239
4.328	0.970852063
4.329	0.970867954
4.33	0.970883877
4.331	0.970899798
4.332	0.970915681
4.333	0.970931492
4.334	0.970947194
4.335	0.970962755
4.336	0.97097814
4.337	0.970993314
4.338	0.971008245
4.339	0.971022898
4.34	0.971037241
4.341	0.971051241
4.342	0.971064866
4.343	0.971078084
4.344	0.971090864
4.345	0.971103176
4.346	0.971114989
4.347	0.971126274
4.348	0.971137001
4.349	0.971125496
4.35	0.971113385
4.351	0.971100642
4.352	0.97108724
4.353	0.971073156
4.354	0.971058363
4.355	0.971042838
4.356	0.971026558
4.357	0.971009501
4.358	0.970991646
4.359	0.970972972
4.36	0.97095346
4.361	0.970933092
4.362	0.97091185
4.363	0.970889717
4.364	0.970866678
4.365	0.970842718
4.366	0.970817823
4.367	0.970791982
4.368	0.970765182
4.369	0.970737413
4.37	0.970708666
4.371	0.970678932
4.372	0.970648204
4.373	0.970616476
4.374	0.970583742
4.375	0.97055
4.376	0.970515246
4.377	0.970479478
4.378	0.970442696
4.379	0.9704049
4.38	0.970366093
4.381	0.970326276
4.382	0.970285454
4.383	0.970243632
4.384	0.970200816
4.385	0.970157013
4.386	0.970112232
4.387	0.970066482
4.388	0.970019774
4.389	0.969972119
4.39	0.969923531
4.391	0.969874023
4.392	0.969823611
4.393	0.969772309
4.394	0.969720136
4.395	0.969667109
4.396	0.969613247
4.397	0.969623928
4.398	0.969633785
4.399	0.969642839
4.4	0.969651113
4.401	0.969658632
4.402	0.96966542
4.403	0.969671502
4.404	0.969676905
4.405	0.969681655
4.406	0.969685782
4.407	0.969689313
4.408	0.969692278
4.409	0.969694709
4.41	0.969696635
4.411	0.969698089
4.412	0.969699103
4.413	0.96969971
4.414	0.969699945
4.415	0.969699841
4.416	0.969699434
4.417	0.969698758
4.418	0.969697851
4.419	0.969696748
4.42	0.969695486
4.421	0.969694103
4.422	0.969692636
4.423	0.969691123
4.424	0.969689603
4.425	0.969688115
4.426	0.969686696
4.427	0.969685386
4.428	0.969684225
4.429	0.969683252
4.43	0.969682505
4.431	0.969682026
4.432	0.969681853
4.433	0.969682025
4.434	0.969682583
4.435	0.969683567
4.436	0.969685014
4.437	0.969686965
4.438	0.969689458
4.439	0.969692533
4.44	0.969696228
4.441	0.969700581
4.442	0.969705631
4.443	0.969711415
4.444	0.96971797
4.445	0.969692982
4.446	0.96966885
4.447	0.969645613
4.448	0.969623304
4.449	0.969601959
4.45	0.969581612
4.451	0.969562296
4.452	0.969544044
4.453	0.969526888
4.454	0.96951086
4.455	0.969495991
4.456	0.969482311
4.457	0.969469848
4.458	0.969458632
4.459	0.969448689
4.46	0.969440048
4.461	0.969432733
4.462	0.96942677
4.463	0.969422183
4.464	0.969418995
4.465	0.969417228
4.466	0.969416903
4.467	0.969418041
4.468	0.96942066
4.469	0.96942478
4.47	0.969430416
4.471	0.969437585
4.472	0.969446301
4.473	0.969456579
4.474	0.969468432
4.475	0.96948187
4.476	0.969496904
4.477	0.969513543
4.478	0.969531796
4.479	0.969551669
4.48	0.969573168
4.481	0.969596297
4.482	0.96962106
4.483	0.969647459
4.484	0.969675495
4.485	0.969705167
4.486	0.969736474
4.487	0.969769413
4.488	0.969803981
4.489	0.969840171
4.49	0.969877978
4.491	0.969917393
4.492	0.969958408
4.493	0.970001014
4.494	0.970045197
4.495	0.970075831
4.496	0.970108019
4.497	0.970141745
4.498	0.970176995
4.499	0.970213749
4.5	0.970251991
4.501	0.970291688
4.502	0.97033283
4.503	0.970375395
4.504	0.97041936
4.505	0.970464701
4.506	0.970511392
4.507	0.970559406
4.508	0.970608717
4.509	0.970659294
4.51	0.970711109
4.511	0.970764131
4.512	0.970818328
4.513	0.970873668
4.514	0.970930116
4.515	0.970987637
4.516	0.971046197
4.517	0.971105758
4.518	0.971166284
4.519	0.971227735
4.52	0.971290073
4.521	0.971353258
4.522	0.971417248
4.523	0.971482003
4.524	0.971547479
4.525	0.971613634
4.526	0.971680424
4.527	0.971747803
4.528	0.971815728
4.529	0.971884152
4.53	0.971953029
4.531	0.972022312
4.532	0.972091953
4.533	0.972161904
4.534	0.972232116
4.535	0.972302541
4.536	0.972373129
4.537	0.972443829
4.538	0.972514592
4.539	0.972585367
4.54	0.972656103
4.541	0.972726748
4.542	0.972797252
4.543	0.972867561
4.544	0.972937625
4.545	0.97300739
4.546	0.973073015
4.547	0.973138236
4.548	0.973203002
4.549	0.97326726
4.55	0.973330957
4.551	0.973394041
4.552	0.973456459
4.553	0.973518159
4.554	0.973579088
4.555	0.973639194
4.556	0.973698425
4.557	0.973756729
4.558	0.973814055
4.559	0.97387035
4.56	0.973925565
4.561	0.973979648
4.562	0.974032548
4.563	0.974084217
4.564	0.974134603
4.565	0.974183658
4.566	0.974231334
4.567	0.974277581
4.568	0.974322353
4.569	0.974365603
4.57	0.974407283
4.571	0.974447348
4.572	0.974485752
4.573	0.974522452
4.574	0.974557403
4.575	0.974590563
4.576	0.974621888
4.577	0.974651338
4.578	0.974678871
4.579	0.974704449
4.58	0.974728031
4.581	0.97474958
4.582	0.974769059
4.583	0.97478643
4.584	0.974801661
4.585	0.974814715
4.586	0.974825559
4.587	0.974834162
4.588	0.974840493
4.589	0.97484452
4.59	0.974846217
4.591	0.974845553
4.592	0.974842504
4.593	0.974837043
4.594	0.974829146
4.595	0.974818791
4.596	0.974805954
4.597	0.974790616
4.598	0.974772757
4.599	0.97475236
4.6	0.974729406
4.601	0.974703882
4.602	0.974675773
4.603	0.974645068
4.604	0.974611753
4.605	0.974575819
4.606	0.974537258
4.607	0.974496061
4.608	0.974452223
4.609	0.974405738
4.61	0.974356603
4.611	0.974304817
4.612	0.974250379
4.613	0.974193289
4.614	0.974133551
4.615	0.974071166
4.616	0.974006141
4.617	0.973938482
4.618	0.973868197
4.619	0.973795294
4.62	0.973719786
4.621	0.973641682
4.622	0.973560998
4.623	0.973477748
4.624	0.973391948
4.625	0.973303616
4.626	0.973212771
4.627	0.973119432
4.628	0.973023622
4.629	0.972925364
4.63	0.972824683
4.631	0.972721603
4.632	0.972616151
4.633	0.972508357
4.634	0.97239825
4.635	0.97228586
4.636	0.972171219
4.637	0.972054362
4.638	0.971935322
4.639	0.971814135
4.64	0.971690838
4.641	0.97156547
4.642	0.971438069
4.643	0.971308675
4.644	0.971177331
4.645	0.971044079
4.646	0.970908961
4.647	0.970772024
4.648	0.970633311
4.649	0.970492871
4.65	0.97035075
4.651	0.970206997
4.652	0.970057063
4.653	0.9699056
4.654	0.969752659
4.655	0.969598294
4.656	0.969442555
4.657	0.969285497
4.658	0.969127174
4.659	0.96896764
4.66	0.968806952
4.661	0.968645164
4.662	0.968482334
4.663	0.968318519
4.664	0.968153777
4.665	0.967988166
4.666	0.967821745
4.667	0.967654573
4.668	0.96748671
4.669	0.967318215
4.67	0.96714915
4.671	0.966979573
4.672	0.966809548
4.673	0.966639133
4.674	0.966468392
4.675	0.966297384
4.676	0.966126173
4.677	0.965954819
4.678	0.965783384
4.679	0.96561193
4.68	0.965440519
4.681	0.965269213
4.682	0.965098073
4.683	0.964927162
4.684	0.964756539
4.685	0.964586267
4.686	0.964416407
4.687	0.96424702
4.688	0.964078166
4.689	0.963909905
4.69	0.963742298
4.691	0.963575404
4.692	0.963409282
4.693	0.963243992
4.694	0.963079592
4.695	0.962916138
4.696	0.96275369
4.697	0.962592304
4.698	0.962432036
4.699	0.962272941
4.7	0.962115076
4.701	0.961958529
4.702	0.96180332
4.703	0.9616495
4.704	0.961497123
4.705	0.961346239
4.706	0.961196901
4.707	0.961049157
4.708	0.960903058
4.709	0.960758651
4.71	0.960615985
4.711	0.960475105
4.712	0.960336058
4.713	0.960198888
4.714	0.96006364
4.715	0.959930357
4.716	0.95979908
4.717	0.959669851
4.718	0.959542709
4.719	0.959417694
4.72	0.959294843
4.721	0.959174194
4.722	0.959055783
4.723	0.958939644
4.724	0.95882581
4.725	0.958714316
4.726	0.958605191
4.727	0.958498467
4.728	0.958394173
4.729	0.958292336
4.73	0.958192984
4.731	0.958096143
4.732	0.958001837
4.733	0.95791009
4.734	0.957820924
4.735	0.95773436
4.736	0.957650418
4.737	0.957569117
4.738	0.957490474
4.739	0.957414506
4.74	0.957341227
4.741	0.957270653
4.742	0.957202795
4.743	0.957137665
4.744	0.957075273
4.745	0.957015629
4.746	0.956958741
4.747	0.956904615
4.748	0.956853256
4.749	0.95680467
4.75	0.956758859
4.751	0.956715826
4.752	0.95667557
4.753	0.956638092
4.754	0.956603391
4.755	0.956571463
4.756	0.956542305
4.757	0.956515911
4.758	0.956492276
4.759	0.956471393
4.76	0.956453252
