microns	reflection
1.885	0.990754699
1.886	0.99086266
1.887	0.990963861
1.888	0.991051021
1.889	0.991116631
1.89	0.991152619
1.891	0.991149855
1.892	0.991097483
1.893	0.99098211
1.894	0.990787018
1.895	0.990492077
1.896	0.99007614
1.897	0.989525246
1.898	0.988848847
1.899	0.988101619
1.9	0.987410033
1.901	0.986981691
1.902	0.98700326
1.903	0.987484437
1.904	0.988231442
1.905	0.989010934
1.906	0.989680663
1.907	0.990195349
1.908	0.990562607
1.909	0.990808259
1.91	0.990959964
1.911	0.991041789
1.912	0.991073369
1.913	0.991070514
1.914	0.991046035
1.915	0.991010421
1.916	0.990972272
1.917	0.990938549
1.918	0.990914693
1.919	0.990904683
1.92	0.990911082
1.921	0.990935112
1.922	0.990976783
1.923	0.99103506
1.924	0.99110808
1.925	0.991193385
1.926	0.991288147
1.927	0.99138938
1.928	0.991494111
1.929	0.991599511
1.93	0.991702984
1.931	0.991802214
1.932	0.991895186
1.933	0.991980177
1.934	0.99205573
1.935	0.99212062
1.936	0.992173809
1.937	0.992214398
1.938	0.992241577
1.939	0.992254569
1.94	0.992252577
1.941	0.992234709
1.942	0.992199902
1.943	0.992146811
1.944	0.992073656
1.945	0.991978
1.946	0.991856391
1.947	0.991703768
1.948	0.991512403
1.949	0.991269864
1.95	0.990954842
1.951	0.99052875
1.952	0.989928317
1.953	0.989148024
1.954	0.988420287
1.955	0.987525524
1.956	0.985949395
1.957	0.983250624
1.958	0.978721594
1.959	0.971911313
1.96	0.966015478
1.961	0.96819408
1.962	0.975462617
1.963	0.981270164
1.964	0.984785305
1.965	0.986857255
1.966	0.988129865
1.967	0.988957255
1.968	0.989528108
1.969	0.989945867
1.97	0.990269531
1.971	0.990533977
1.972	0.990760384
1.973	0.990961801
1.974	0.991146267
1.975	0.991318636
1.976	0.991481688
1.977	0.991636844
1.978	0.991784624
1.979	0.991924965
1.98	0.992057432
1.981	0.992181366
1.982	0.992295987
1.983	0.992400457
1.984	0.992493928
1.985	0.992575561
1.986	0.992644544
1.987	0.992700092
1.988	0.992741443
1.989	0.992767852
1.99	0.99277858
1.991	0.992772885
1.992	0.992750008
1.993	0.992709165
1.994	0.992649535
1.995	0.992570257
1.996	0.992470427
1.997	0.992349098
1.998	0.992205287
1.999	0.992037996
2	0.991846231
2.001	0.991606654
2.002	0.991340161
2.003	0.991045906
2.004	0.99072331
2.005	0.990372192
2.006	0.989992931
2.007	0.989586663
2.008	0.989155513
2.009	0.98870285
2.01	0.988233546
2.011	0.987754218
2.012	0.987273408
2.013	0.986801633
2.014	0.986351263
2.015	0.985936143
2.016	0.985570937
2.017	0.985270193
2.018	0.985047198
2.019	0.984912752
2.02	0.984874063
2.021	0.984933956
2.022	0.985090545
2.023	0.985337457
2.024	0.985664543
2.025	0.986058942
2.026	0.9865063
2.027	0.986991949
2.028	0.987501896
2.029	0.988023535
2.03	0.988546081
2.031	0.989060737
2.032	0.989560665
2.033	0.99004083
2.034	0.990497765
2.035	0.9909293
2.036	0.991334312
2.037	0.991712479
2.038	0.992064077
2.039	0.992389807
2.04	0.992690661
2.041	0.992967811
2.042	0.993222527
2.043	0.993456118
2.044	0.993669891
2.045	0.993865111
2.046	0.994042992
2.047	0.994204676
2.048	0.994351227
2.049	0.99448363
2.05	0.994602788
2.051	0.994709525
2.052	0.994804587
2.053	0.994888645
2.054	0.9949623
2.055	0.995026089
2.056	0.995080482
2.057	0.995125891
2.058	0.995162673
2.059	0.995191211
2.06	0.995211639
2.061	0.99522415
2.062	0.995228904
2.063	0.995226014
2.064	0.99521555
2.065	0.995197536
2.066	0.995171956
2.067	0.995138747
2.068	0.995097803
2.069	0.995048973
2.07	0.994992058
2.071	0.994926811
2.072	0.994852934
2.073	0.994770072
2.074	0.994677812
2.075	0.99457568
2.076	0.994463132
2.077	0.99433955
2.078	0.994204235
2.079	0.9940564
2.08	0.993895162
2.081	0.99371953
2.082	0.993528394
2.083	0.993320519
2.084	0.993094524
2.085	0.992848876
2.086	0.99258187
2.087	0.992291619
2.088	0.991976033
2.089	0.991632815
2.09	0.991259439
2.091	0.990853151
2.092	0.990410967
2.093	0.989929678
2.094	0.989405878
2.095	0.98883601
2.096	0.988216438
2.097	0.987543562
2.098	0.986813988
2.099	0.98602476
2.1	0.98517368
2.101	0.984262341
2.102	0.983289235
2.103	0.982257379
2.104	0.981172843
2.105	0.980045512
2.106	0.978889817
2.107	0.977725277
2.108	0.97657668
2.109	0.975473679
2.11	0.974449627
2.111	0.973539548
2.112	0.972777333
2.113	0.972192458
2.114	0.97180677
2.115	0.971631942
2.116	0.971668175
2.117	0.971904394
2.118	0.972319904
2.119	0.972887063
2.12	0.973574414
2.121	0.974349685
2.122	0.975182254
2.123	0.976044849
2.124	0.976914489
2.125	0.977772778
2.126	0.978605732
2.127	0.979403318
2.128	0.980158846
2.129	0.98086834
2.13	0.981529938
2.131	0.98214337
2.132	0.982709516
2.133	0.983230056
2.134	0.983707195
2.135	0.984143452
2.136	0.984541506
2.137	0.984904089
2.138	0.985233901
2.139	0.985533565
2.14	0.985805588
2.141	0.986052343
2.142	0.986276058
2.143	0.986478812
2.144	0.986662538
2.145	0.986829027
2.146	0.986979929
2.147	0.987116767
2.148	0.987240941
2.149	0.987353734
2.15	0.987456323
2.151	0.987549782
2.152	0.987635093
2.153	0.987713146
2.154	0.98778475
2.155	0.987850636
2.156	0.987911461
2.157	0.987967813
2.158	0.988020212
2.159	0.98806912
2.16	0.988114938
2.161	0.988158011
2.162	0.988198632
2.163	0.988237044
2.164	0.988273441
2.165	0.988307973
2.166	0.988340745
2.167	0.988371822
2.168	0.98840123
2.169	0.988428957
2.17	0.988454955
2.171	0.988479142
2.172	0.988501404
2.173	0.988521593
2.174	0.988539531
2.175	0.988555012
2.176	0.988567796
2.177	0.988577616
2.178	0.988584175
2.179	0.988587143
2.18	0.988586161
2.181	0.988580833
2.182	0.98857073
2.183	0.988555384
2.184	0.988534286
2.185	0.988506878
2.186	0.988472555
2.187	0.988430651
2.188	0.988380439
2.189	0.988321116
2.19	0.988251797
2.191	0.988171501
2.192	0.988079138
2.193	0.98797349
2.194	0.987853193
2.195	0.987716713
2.196	0.987562317
2.197	0.98738804
2.198	0.987191646
2.199	0.98697058
2.2	0.986721912
2.201	0.986443259
2.202	0.986129933
2.203	0.985777457
2.204	0.985380626
2.205	0.984933373
2.206	0.984428608
2.207	0.983858026
2.208	0.983211896
2.209	0.982478803
2.21	0.981645383
2.211	0.980696038
2.212	0.979612686
2.213	0.978374588
2.214	0.976958393
2.215	0.975338563
2.216	0.973488532
2.217	0.971383068
2.218	0.969002559
2.219	0.966340112
2.22	0.963412336
2.221	0.960273963
2.222	0.957034582
2.223	0.953871962
2.224	0.951031738
2.225	0.948801021
2.226	0.947450471
2.227	0.947158266
2.228	0.947949934
2.229	0.949688331
2.23	0.952120146
2.231	0.954951476
2.232	0.957914956
2.233	0.960806964
2.234	0.963495171
2.235	0.96590802
2.236	0.968017873
2.237	0.96982504
2.238	0.971345493
2.239	0.972602543
2.24	0.973621724
2.241	0.974427908
2.242	0.975043883
2.243	0.975489797
2.244	0.975783096
2.245	0.975938739
2.246	0.975969531
2.247	0.975886527
2.248	0.975699437
2.249	0.975417041
2.25	0.975047582
2.251	0.974599149
2.252	0.974080033
2.253	0.973499055
2.254	0.972865842
2.255	0.972191048
2.256	0.971486482
2.257	0.970765136
2.258	0.970041061
2.259	0.969329109
2.26	0.968644511
2.261	0.96800231
2.262	0.967416695
2.263	0.966900284
2.264	0.966463436
2.265	0.966113658
2.266	0.965855203
2.267	0.965688883
2.268	0.965612132
2.269	0.965619303
2.27	0.965702143
2.271	0.965850394
2.272	0.96605245
2.273	0.966295984
2.274	0.966568517
2.275	0.966857882
2.276	0.967152564
2.277	0.96744193
2.278	0.967716345
2.279	0.967967204
2.28	0.968186893
2.281	0.968368698
2.282	0.968506685
2.283	0.968595562
2.284	0.96863053
2.285	0.96860713
2.286	0.968521103
2.287	0.968368238
2.288	0.968144245
2.289	0.967844614
2.29	0.967464487
2.291	0.966998525
2.292	0.966440778
2.293	0.965784536
2.294	0.965022184
2.295	0.96414503
2.296	0.96314312
2.297	0.962005028
2.298	0.960717611
2.299	0.959265729
2.3	0.957631919
2.301	0.955801143
2.302	0.953746101
2.303	0.951440028
2.304	0.948851937
2.305	0.945945934
2.306	0.942680433
2.307	0.93900727
2.308	0.934870735
2.309	0.930206537
2.31	0.924940779
2.311	0.918989034
2.312	0.912255733
2.313	0.904634137
2.314	0.89600734
2.315	0.886250924
2.316	0.875238029
2.317	0.862847731
2.318	0.848977435
2.319	0.833559368
2.32	0.816579902
2.321	0.79809823
2.322	0.778258343
2.323	0.757286655
2.324	0.735469083
2.325	0.713107493
2.326	0.690464986
2.327	0.667717811
2.328	0.644932449
2.329	0.62207778
2.33	0.59906853
2.331	0.57582538
2.332	0.552333782
2.333	0.528687056
2.334	0.505105619
2.335	0.48193015
2.336	0.459590993
2.337	0.438559606
2.338	0.419290581
2.339	0.402164482
2.34	0.387441565
2.341	0.375233926
2.342	0.365499299
2.343	0.358054865
2.344	0.352605644
2.345	0.34878022
2.346	0.346166963
2.347	0.344345663
2.348	0.342911868
2.349	0.341493297
2.35	0.339759156
2.351	0.337423952
2.352	0.334247575
2.353	0.330033296
2.354	0.324624971
2.355	0.317904417
2.356	0.309789572
2.357	0.300233773
2.358	0.289226255
2.359	0.276793719
2.36	0.263002665
2.361	0.247961941
2.362	0.23182479
2.363	0.214789523
2.364	0.197097896
2.365	0.179030318
2.366	0.160897323
2.367	0.143027188
2.368	0.125750236
2.369	0.109381065
2.37	0.094200537
2.371	0.080439657
2.372	0.068267383
2.373	0.057783841
2.374	0.049019575
2.375	0.041940524
2.376	0.036457564
2.377	0.03243897
2.378	0.029724014
2.379	0.028136097
2.38	0.027494256
2.381	0.027622348
2.382	0.028355682
2.383	0.029545241
2.384	0.031059816
2.385	0.032786514
2.386	0.03463011
2.387	0.036511652
2.388	0.038366664
2.389	0.04014322
2.39	0.041800059
2.391	0.043304866
2.392	0.044632777
2.393	0.045765132
2.394	0.046688479
2.395	0.047393794
2.396	0.047875904
2.397	0.048133063
2.398	0.048166649
2.399	0.047980955
2.4	0.047583022
2.401	0.046982055
2.402	0.046191434
2.403	0.04522558
2.404	0.044101072
2.405	0.042836435
2.406	0.04145188
2.407	0.039969006
2.408	0.038410449
2.409	0.036799497
2.41	0.035159674
2.411	0.033514307
2.412	0.03188608
2.413	0.030296606
2.414	0.028766013
2.415	0.027312573
2.416	0.02595238
2.417	0.024699083
2.418	0.023563695
2.419	0.022554475
2.42	0.021676882
2.421	0.02093361
2.422	0.020324687
2.423	0.019847644
2.424	0.019497728
2.425	0.019268166
2.426	0.019150459
2.427	0.019134683
2.428	0.019209814
2.429	0.01936404
2.43	0.019585058
2.431	0.019860359
2.432	0.020177481
2.433	0.020524235
2.434	0.020888902
2.435	0.02126039
2.436	0.021628367
2.437	0.021983357
2.438	0.022316811
2.439	0.022621154
2.44	0.022889802
2.441	0.02311717
2.442	0.023298654
2.443	0.023430606
2.444	0.023510296
2.445	0.023535863
2.446	0.02350627
2.447	0.023421239
2.448	0.0232812
2.449	0.023087225
2.45	0.022840969
2.451	0.022544609
2.452	0.022200784
2.453	0.021812535
2.454	0.021383244
2.455	0.020916586
2.456	0.020416463
2.457	0.019886959
2.458	0.019332286
2.459	0.018756733
2.46	0.018164622
2.461	0.017560261
2.462	0.016947903
2.463	0.016331704
2.464	0.015715692
2.465	0.015103727
2.466	0.014499475
2.467	0.013906384
2.468	0.013327656
2.469	0.012766235
2.47	0.01222479
2.471	0.011705703
2.472	0.011211068
2.473	0.010742688
2.474	0.010302075
2.475	0.009890458
2.476	0.009508793
2.477	0.009157774
2.478	0.00883785
2.479	0.008549241
2.48	0.008291958
2.481	0.008065827
2.482	0.007870506
2.483	0.00770551
2.484	0.007570236
2.485	0.007463981
2.486	0.00738597
2.487	0.007335369
2.488	0.007311313
2.489	0.007312917
2.49	0.007339298
2.491	0.007389587
2.492	0.00746294
2.493	0.007558552
2.494	0.007675663
2.495	0.007813565
2.496	0.007971604
2.497	0.008149188
2.498	0.008345778
2.499	0.008560895
2.5	0.008794112
2.501	0.009045001
2.502	0.009313217
2.503	0.009598461
2.504	0.009900461
2.505	0.010218963
2.506	0.010553721
2.507	0.010904491
2.508	0.011271016
2.509	0.011653021
2.51	0.012050201
2.511	0.012462215
2.512	0.012888676
2.513	0.013329142
2.514	0.013783114
2.515	0.014250029
2.516	0.014729254
2.517	0.015220084
2.518	0.015721743
2.519	0.016233378
2.52	0.016754064
2.521	0.017282807
2.522	0.017818541
2.523	0.01836014
2.524	0.018906417
2.525	0.019456133
2.526	0.020008005
2.527	0.020560714
2.528	0.021112909
2.529	0.021663222
2.53	0.022210274
2.531	0.022752683
2.532	0.023289079
2.533	0.023818106
2.534	0.024338438
2.535	0.024848784
2.536	0.0253479
2.537	0.025834591
2.538	0.026307726
2.539	0.02676624
2.54	0.027209142
2.541	0.02763552
2.542	0.028044547
2.543	0.028435481
2.544	0.028807674
2.545	0.029160569
2.546	0.029493705
2.547	0.029806714
2.548	0.030099325
2.549	0.03037136
2.55	0.030622732
2.551	0.030853447
2.552	0.031063595
2.553	0.031253349
2.554	0.031422962
2.555	0.03157276
2.556	0.031703138
2.557	0.031814552
2.558	0.031907517
2.559	0.031982595
2.56	0.032040394
2.561	0.032081557
2.562	0.032106755
2.563	0.032116681
2.564	0.032112044
2.565	0.032093558
2.566	0.032061939
2.567	0.032017895
2.568	0.031962119
2.569	0.031895285
2.57	0.031818042
2.571	0.031731003
2.572	0.031634747
2.573	0.031529809
2.574	0.031416677
2.575	0.031295791
2.576	0.031167535
2.577	0.031032239
2.578	0.030890176
2.579	0.030741561
2.58	0.03058655
2.581	0.03042524
2.582	0.030257674
2.583	0.030083839
2.584	0.029903667
2.585	0.029717045
2.586	0.029523812
2.587	0.029323764
2.588	0.029116665
2.589	0.028902243
2.59	0.028680202
2.591	0.028450227
2.592	0.028211988
2.593	0.027965147
2.594	0.027709367
2.595	0.027444316
2.596	0.027169673
2.597	0.026885138
2.598	0.026590434
2.599	0.026285319
2.6	0.025969587
2.601	0.025639344
2.602	0.025298323
2.603	0.024946472
2.604	0.024583799
2.605	0.024210377
2.606	0.023826348
2.607	0.023431927
2.608	0.023027404
2.609	0.022613148
2.61	0.022189609
2.611	0.021757322
2.612	0.021316903
2.613	0.020869054
2.614	0.020414564
2.615	0.019954302
2.616	0.019489225
2.617	0.019020367
2.618	0.018548844
2.619	0.018075847
2.62	0.017602637
2.621	0.017130545
2.622	0.016660961
2.623	0.016195334
2.624	0.01573516
2.625	0.015281977
2.626	0.014837358
2.627	0.014402899
2.628	0.013980213
2.629	0.013570916
2.63	0.013176622
2.631	0.012798926
2.632	0.012439397
2.633	0.012099565
2.634	0.011780908
2.635	0.011484842
2.636	0.011212707
2.637	0.010965757
2.638	0.010745148
2.639	0.010551927
2.64	0.01038702
2.641	0.010251225
2.642	0.010145199
2.643	0.010069455
2.644	0.01002435
2.645	0.010010081
2.646	0.010026683
2.647	0.010074019
2.648	0.010151786
2.649	0.010259508
2.65	0.01039654
2.651	0.010562071
2.652	0.010755125
2.653	0.01097457
2.654	0.01121912
2.655	0.011487347
2.656	0.01177769
2.657	0.012088463
2.658	0.012417866
2.659	0.012764001
2.66	0.013124884
2.661	0.013498453
2.662	0.013882591
2.663	0.014275133
2.664	0.014673885
2.665	0.015076637
2.666	0.015481179
2.667	0.015885311
2.668	0.016286863
2.669	0.016683705
2.67	0.017073759
2.671	0.017455014
2.672	0.017825537
2.673	0.018183481
2.674	0.018527099
2.675	0.018854749
2.676	0.019164903
2.677	0.019456158
2.678	0.019727236
2.679	0.019976992
2.68	0.020204419
2.681	0.02040865
2.682	0.020588961
2.683	0.02074477
2.684	0.020875641
2.685	0.020981281
2.686	0.021061542
2.687	0.021116417
2.688	0.021146035
2.689	0.021150665
2.69	0.021130704
2.691	0.021086682
2.692	0.021019248
2.693	0.02092917
2.694	0.020817329
2.695	0.020684714
2.696	0.02053241
2.697	0.020361599
2.698	0.020173548
2.699	0.019969601
2.7	0.019751176
